SampleName,VolumeDensity,SurfaceAreaDensity,MeanBreadthDensity,EulerNumberDensity,VoxelCount,Volume,SurfaceArea,MeanBreadth,Sphericity,EulerNumber,Box.X.Min,Box.X.Max,Box.Y.Min,Box.Y.Max,Box.Z.Min,Box.Z.Max,Centroid.X,Centroid.Y,Centroid.Z,Elli.Center.X,Elli.Center.Y,Elli.Center.Z,Elli.R1,Elli.R2,Elli.R3,Elli.Azim,Elli.Elev,Elli.Roll,Elli.R1/R2,Elli.R1/R3,Elli.R2/R3,InscrBall.Center.X,InscrBall.Center.Y,InscrBall.Center.Z,InscrBall.Radius
Scan001_001,0.756,0.028,-0.0003643,3.35E-06,251754.3333,251754.3333,23216.39167,86.92966667,0.361666667,1.333333333,4.333333333,74,0,68.66666667,36.33333333,98.66666667,40.81566667,28.52433333,66.48333333,40.81566667,28.52433333,66.48333333,45.743,35.157,25.34833333,47.91766667,15.4,-11.537,1.451666667,2.405333333,1.598333333,28.66666667,0,64,30.55533333
Scan001_002,0.83,0.046,-0.0006433,0,165890.6,165890.6,18778.7322,88.8824,0.462,0.8,22.2,89.4,17.6,86.4,13.6,86.6,56.0074,48.7008,49.423,56.0074,48.7008,49.423,46.7662,35.1788,27.8198,67.6654,53.5086,39.8062,1.3266,1.6928,1.2684,60.8,47.4,49.6,46.0666
Scan001_003,0.968,0.024,-0.0003828,-5.80E-06,483548,483548,38759.432,131.3985,0.356,-0.5,35,99,0,100,0,100,65.2575,52.891,52.1275,65.2575,52.891,52.1275,64.3535,60.154,32.941,-80.0335,6.42,1.7795,1.0725,2.8675,2.62,49.5,49,44.5,59.833
Scan001_004,0.906,0.029,-0.0004197,-1.29E-06,301589.3333,301589.3333,25970.233,94.836,0.345666667,0.333333333,28.33333333,97.66666667,0,65.66666667,8.666666667,100,60.72966667,35.011,62.641,60.72966667,35.011,62.641,55.40366667,43.14333333,25.64866667,-48.807,26.72633333,105.7646667,1.328666667,3.155,2.305,39,43.66666667,83.66666667,37.77766667
Scan001_005,0.566,0.057,-4.01E-05,-3.35E-06,56962.2,56962.2,9497.2415,67.4653,0.3062,0.4,31.3,85,16.6,67.9,41.4,86.5,57.3381,43.2836,64.6703,57.3381,43.2836,64.6703,33.4044,23.4676,15.662,3.3503,-9.551,-18.2299,1.9333,3.274,1.6402,54.5,43.6,68.9,22.3332
Scan001_006,0.893,0.059,-0.001,-2.58E-06,111500,111500,14173.482,76.405875,0.318375,0.5,15.25,80.125,17.5,79.375,27.875,80,49.07775,46.813625,53.388625,49.07775,46.813625,53.388625,41.84575,30.519,19.297125,-2.71,-5.224,41.938875,1.4175,2.545375,1.841375,55.875,49.5,53.75,30.625
Scan001_007,0.847,0.064,-0.0009101,6.44E-07,77106.90909,77106.90909,10732.87082,63.95709091,0.406272727,0.818181818,31.81818182,82.81818182,33.09090909,82,37.63636364,89.54545455,57.07272727,58.09927273,63.68,57.07272727,58.09927273,63.68,33.86409091,25.92727273,16.687,-23.57290909,-2.279727273,36.611,1.380181818,2.313909091,1.710727273,58,59.90909091,65.54545455,24.21209091
Scan001_008,0.792,0.049,-0.0005713,-1.68E-06,132365.6667,132365.6667,16740.6635,85.02266667,0.404666667,0.5,20,89.16666667,16.66666667,79.66666667,18.16666667,88.5,57.54416667,46.416,56.3665,57.54416667,46.416,56.3665,46.5125,32.17316667,24.41566667,31.03233333,-1.026,-0.559,1.457,1.902333333,1.312,61.5,43.83333333,59.33333333,38.5
Scan001_009,0.953,0.01,-0.000114,1.29E-07,475782.5,475782.5,29871.2055,97.3215,0.501,1,0,64.5,15.5,100,0,76.5,31.629,63.131,34.3545,31.629,63.131,34.3545,51.7905,42.377,36.124,87.436,-35.809,133.364,1.4385,1.7625,1.2075,42.5,39.5,51,70.833
Scan001_010,0.949,0.027,-0.0007346,-1.42E-06,315761.3333,315761.3333,26566.33267,89.87966667,0.402333333,0,26.33333333,100,6,77,33,100,63.15233333,39.21633333,68.46433333,63.15233333,39.21633333,68.46433333,50.12366667,41.34266667,27.37566667,34.45666667,-0.522333333,38.45866667,1.301,2.103,1.596333333,33.66666667,33.33333333,66,48.99966667
Scan001_011,0.874,0.047,-0.0006877,-3.99E-06,218707.25,218707.25,25005.54875,103.6605,0.308,0.75,10,92.5,17.25,98.25,7.75,83,56.15425,54.0175,47.104,56.15425,54.0175,47.104,62.90125,38.6225,26.71825,44.41525,23.7135,-14.60375,1.66275,2.53975,1.519,64.5,35.5,59.25,41.25
Scan001_012,0.999,0.000459,-8.99E-06,1.29E-07,998743,998743,55404.86,137.063,0.663,0,0,100,0,100,0,100,50.055,49.942,50.055,50.055,49.942,50.055,64.59,64.589,64.301,66.97,-29.955,-49.203,1,1.004,1.004,99,0,99,153
Scan001_013,0.839,0.043,-0.0008153,-3.09E-06,278368.6667,278368.6667,28608.255,116.6943333,0.343,0.666666667,16.33333333,88.66666667,5.666666667,96.33333333,0,100,52.69566667,59.81066667,51.16933333,52.69566667,59.81066667,51.16933333,63.12233333,44.336,29.33866667,48.51066667,12.27566667,2.603,1.435,2.26,1.560333333,52,70.66666667,46,42.889
Scan001_014,0.922,0.05,-0.001,-8.12E-06,184058.2,184058.2,20585.401,94.3942,0.3182,0.8,16.6,82.6,3.6,76.8,4,80.8,53.3906,40.386,43.3616,53.3906,40.386,43.3616,55.9148,35.8806,22.42,-20.3894,11.0714,-67.5784,1.6158,2.8576,1.7404,65,39.6,46,35.8002
Scan001_015,0.903,0.062,-0.001,-5.80E-06,90274.8,90274.8,11864.486,70.8815,0.3245,0.2,34.5,92.8,27.4,80.3,19.2,76,64.5092,55.4513,47.4509,64.5092,55.4513,47.4509,39.3241,27.3251,17.4131,-4.8886,-10.9483,-6.6075,1.5224,2.6275,1.6918,54.4,53.4,43.4,24.6667
Scan001_016,0.859,0.043,-0.0004813,-1.03E-06,171799.2,171799.2,18590.1218,86.8334,0.3978,0.6,8.8,79,20,82,4.6,64,45.3674,55.1674,38.6568,45.3674,55.1674,38.6568,41.7882,33.1172,21.1104,-9.3316,4.6474,3.0188,1.2636,1.982,1.5774,48.6,51,46.6,33.3332
Scan001_017,0.856,0.059,-0.001,-7.21E-06,121996.8571,121996.8571,15510.191,82.61185714,0.266714286,0.285714286,7.571428571,73.28571429,15.42857143,74.85714286,29.57142857,90.71428571,38.85557143,42.086,62.43814286,38.85557143,42.086,62.43814286,40.41128571,30.30642857,20.83542857,-8.732,-4.584428571,-35.59414286,1.354428571,2.883,2.091571429,30.14285714,41.57142857,58.28571429,28.23814286
Scan001_018,0.768,0.046,-0.0003606,-1.29E-07,96267.25,96267.25,11842.49113,65.473,0.398,0.875,18.125,75.5,11.5,61,27.125,75.5,50.148625,39.220875,50.67075,50.148625,39.220875,50.67075,37.201875,28.9135,16.076625,18.420375,-18.331125,-41.0255,1.4285,2.478375,1.836625,49.625,42.625,51.375,27.375
Scan001_019,0.843,0.068,-0.0007982,-1.29E-06,70419.41667,70419.41667,10334.77025,63.30858333,0.430833333,0.75,23.41666667,69.25,14.83333333,70.25,27.75,82.5,46.35375,41.64516667,56.30166667,46.35375,41.64516667,56.30166667,37.56716667,24.86408333,17.515,20.42416667,-6.27475,-0.221083333,1.601583333,2.2215,1.407666667,43.75,42.16666667,55.91666667,26.02783333
Scan001_020,0.959,0.037,-0.0009778,-3.48E-06,191483.8,191483.8,18500.14,78.94,0.4198,1,15,78.8,8.8,70,17.4,85.4,45.2,39.1418,52.3994,45.2,39.1418,52.3994,45.596,31.5198,23.6568,28.0088,1.4324,-9.1752,1.473,2.0574,1.4164,41.4,32.8,47,38.2668
Scan001_021,0.635,0.062,-0.0004076,-7.47E-06,57883.72727,57883.72727,9366.139091,58.09718182,0.378454545,0.272727273,31.90909091,77.63636364,38.90909091,79.72727273,27.18181818,79.90909091,55.59118182,59.615,53.99190909,55.59118182,59.615,53.99190909,32.07836364,24.46490909,13.12618182,-16.58563636,-17.05781818,59.34690909,1.385636364,2.504545455,1.833818182,56.45454545,59.09090909,56.27272727,17.39390909
Scan001_022,0.74,0.059,-0.0005343,-7.09E-06,82202.33333,82202.33333,11473.45378,70.96022222,0.344777778,0,31.44444444,79.22222222,29.33333333,81.66666667,10.44444444,65,56.28733333,56.33311111,38.16422222,56.28733333,56.33311111,38.16422222,33.60966667,25.50311111,17.51811111,-37.11311111,14.68944444,62.50655556,1.419333333,2.181666667,1.517222222,57.77777778,57.22222222,42.66666667,23.889
Scan001_023,0.909,0.047,-0.0009437,-6.44E-06,113442.375,113442.375,12381.90375,66.62125,0.359,0.125,10.375,56.875,19.25,61.375,26.375,75.25,33.39275,41.009,50.79375,33.39275,41.009,50.79375,32.504125,23.130875,15.746375,3.87975,-5.248625,-2.0355,1.936875,2.932875,1.52025,38.25,42.375,52.75,27.875
Scan001_024,0.811,0.039,-0.0003086,-1.03E-06,202830.5,202830.5,21539.72575,91.4475,0.38525,0.75,33.25,91.5,11.5,72.75,1.75,94.25,58.36425,43.098,50.17075,58.36425,43.098,50.17075,57.00875,37.0955,22.8765,-44.02525,-37.757,46.02125,1.80675,2.6415,1.56775,49.5,46.25,56.25,41.41675
Scan001_025,0.812,0.066,-0.0008037,-7.21E-06,90143.66667,90143.66667,12571.144,67.65711111,0.341777778,0.222222222,32.44444444,82.66666667,23.11111111,76.77777778,15.88888889,79.33333333,57.59388889,49.23011111,48.35688889,57.59388889,49.23011111,48.35688889,39.61144444,25.73166667,17.38933333,10.92988889,-11.82144444,19.838,1.582777778,2.479777778,1.600666667,58.33333333,48.77777778,49.55555556,26.66655556
Scan001_026,0.889,0.066,-0.001,-6.96E-06,98876.66667,98876.66667,13794.38822,77.34422222,0.310777778,0.555555556,25.88888889,83.55555556,32,87,16.33333333,75.55555556,51.57933333,58.62922222,46.08422222,51.57933333,58.62922222,46.08422222,41.18711111,27.34411111,17.63844444,28.72277778,-13.07233333,1.446444444,1.548666667,2.754666667,1.835555556,45.88888889,63.22222222,49.33333333,24.889
Scan001_027,0.889,0.063,-0.001,-6.44E-07,98642.44444,98642.44444,12859.85167,71.24688889,0.424111111,1,27.55555556,84.66666667,15.33333333,67.22222222,17,74.44444444,55.04244444,39.76244444,48.30144444,55.04244444,39.76244444,48.30144444,39.14077778,27.231,20.11233333,3.094111111,-25.505,27.99677778,1.462111111,2.103777778,1.431666667,51.77777778,34.55555556,46.77777778,27.48144444
Scan001_028,0.911,0.041,-0.0008939,-1.80E-06,151682.5,151682.5,15670.34183,72.59916667,0.406333333,1,13.16666667,76.5,24.16666667,77.83333333,18.33333333,70.16666667,44.122,49.67783333,42.324,44.122,49.67783333,42.324,37.96133333,30.17566667,20.5725,-16.14966667,6.1995,-17.8815,1.448833333,2.156666667,1.519,37.16666667,47.66666667,33,38.27783333
Scan001_029,0.905,0.034,-0.0004585,1.16E-06,301268.3333,301268.3333,27905.74467,103.7756667,0.376,1,26,95.66666667,13.33333333,84.66666667,0,100,66.19466667,51.42333333,50.58066667,66.19466667,51.42333333,50.58066667,65.519,42.78766667,28.664,12.673,13.47666667,12.42433333,1.625,2.687,1.588333333,66,59,47.66666667,51
Scan001_030,0.942,0.059,-0.001,-1.11E-05,157002.6667,157002.6667,19714.15367,94.96783333,0.3255,-0.833333333,7.5,83.66666667,11.66666667,86,26.16666667,92.66666667,44.19583333,46.226,55.89716667,44.19583333,46.226,55.89716667,55.6675,37.79366667,22.74666667,45.74783333,19.75033333,29.44633333,1.521666667,3.252666667,2.238166667,34.83333333,34.16666667,42.83333333,32.9445
Scan001_031,0.645,0.041,-0.0002156,2.58E-07,80833.75,80833.75,10061.799,57.824,0.328125,1,34.375,75.5,44.375,87.5,8,62.625,53.906625,63.5065,38.35,53.906625,63.5065,38.35,31.866,22.204875,13.719375,-63.954875,20.1145,-0.837375,1.594375,2.9545,1.79925,53.625,57,38.875,22.41675
Scan001_032,0.823,0.035,-0.0002586,-5.02E-06,163972.6,163972.6,15153.808,79.7608,0.2704,0.2,38.8,90,35,80,9.6,75.2,64.9254,56.1052,42.2754,64.9254,56.1052,42.2754,38.6336,26.408,16.8012,-26.8456,27.0964,6.0044,1.6774,3.5358,2.0896,64,48.8,41.6,23.7998
Scan001_033,0.852,0.038,-0.0002617,6.70E-06,212281.25,212281.25,20167.828,75.75375,0.313,2,0,56.25,13.5,68.5,2.5,81.5,25.7265,41.30525,38.622,25.7265,41.30525,38.622,44.90825,33.174,21.82925,34.282,24.94975,38.64425,1.5055,2.54275,1.71125,24.75,40.5,34.75,26.66675
Scan001_034,0.753,0.051,-0.0002871,3.22E-06,94127.625,94127.625,11906.61812,72.584125,0.330375,1.125,12.875,63.5,22.25,79.625,10.125,68,37.34175,47.92725,40.533375,37.34175,47.92725,40.533375,38.465625,26.33325,16.2285,8.556375,1.1585,30.640875,1.5015,2.551125,1.733625,39.75,40.75,37.625,22.666625
Scan001_035,0.952,0.054,-0.0009549,-1.03E-06,158567.5,158567.5,18513.353,87.0805,0.3855,0.833333333,21.66666667,86.16666667,22.83333333,97.83333333,19.33333333,85.66666667,52.58483333,58.9045,54.3225,52.58483333,58.9045,54.3225,50.28716667,35.72416667,23.168,11.29883333,-14.9035,6.729166667,1.4675,2.300166667,1.613,54.66666667,55.33333333,57.66666667,36.16666667
Scan001_036,0.698,0.068,-0.0002923,6.44E-07,58248.83333,58248.83333,9203.687417,57.56141667,0.31475,0.75,37.41666667,80.58333333,35.25,79.25,22.5,69.83333333,57.29675,56.27816667,46.96066667,57.29675,56.27816667,46.96066667,31.34433333,21.75425,13.40883333,-11.84875,16.90083333,16.43025,1.510166667,2.609416667,1.710583333,53.75,53,47,19.16666667
Scan001_037,0.931,0.042,-0.0009623,-1.03E-05,185981,185981,19423.845,89.9464,0.3672,-0.2,26.2,89.2,2.4,76,23.8,90.2,56.2984,35.442,58.8028,56.2984,35.442,58.8028,45.8222,36.0392,23.4738,-34.3974,11.3734,8.8444,1.3394,2.2056,1.6254,57.6,40.6,55.8,36.6002
Scan001_038,0.959,0.048,-0.001,-6.44E-07,191676.2,191676.2,21362.5872,90.8304,0.3684,0.8,5.8,74.6,18,92.6,21.4,94.2,41.486,58.6986,56.4658,41.486,58.6986,56.4658,47.836,37.9034,24.4382,-60.0886,17.3122,-60.5566,1.2926,1.9502,1.5214,41.8,63.6,65.4,41.1332
Scan001_039,0.878,0.037,-0.0004913,-4.25E-06,175349,175349,17228.319,76.9404,0.3332,0,1.8,64.4,20.8,81.4,17.4,78,29.969,50.1022,49.5986,29.969,50.1022,49.5986,41.2162,29.4176,20.7342,-24.3986,-3.4968,24.2502,1.543,2.6,1.6506,26.8,54.2,48.6,33.8
Scan001_040,0.901,0.037,-0.0007271,0,150037.6667,150037.6667,14917.6995,69.54983333,0.388,0.833333333,35,97,5,49.33333333,22.5,83.33333333,68.52066667,27.89683333,54.2645,68.52066667,27.89683333,54.2645,39.65916667,27.83983333,20.1075,-5.600333333,27.37716667,-48.33083333,1.499833333,2.472,1.604333333,66.16666667,30.66666667,53,31.9445
Scan001_041,0.669,0.042,-0.0001801,-2.58E-06,168109.25,168109.25,21444.0665,96.697,0.30725,0,13.25,82.5,12.75,93.25,0,84.25,48.4235,46.19925,41.03175,48.4235,46.19925,41.03175,54.5905,40.0215,24.5885,15.135,17.48525,46.3365,1.36775,2.283,1.7005,44.5,39.75,38.25,41.25
Scan001_042,0.587,0.039,-9.53E-05,-1.68E-06,73534.75,73534.75,9273.87025,56.167125,0.387375,0.5,32,79.875,35.875,76.375,15.75,56.25,54.536375,53.493625,35.894625,54.536375,53.493625,35.894625,28.716625,20.143,13.93525,-22.745875,8.4405,25.250375,1.4745,2.21975,1.518875,52.25,46.375,35.625,21.66675
Scan001_043,0.805,0.038,-0.0002166,3.87E-07,160589.2,160589.2,15830.6866,75.7386,0.3974,0.6,1.8,66.8,41.6,93.4,21.2,82,37.6018,68.451,51.6756,37.6018,68.451,51.6756,43.8238,29.177,20.3716,-14.4182,11.3338,-17.7806,1.6126,2.4506,1.548,45.6,69,57.2,31.8668
Scan001_044,0.779,0.042,-0.0003697,-3.35E-06,155697,155697,17114.3632,79.085,0.3592,0.6,12,75.8,24,76.2,19.6,90,43.0306,47.9682,56.079,43.0306,47.9682,56.079,44.3856,32.6738,21.217,13.5576,-10.5336,-79.4452,1.388,2.5158,1.83,42,44.8,62.8,33.4
Scan001_045,0.866,0.032,-0.0003095,-3.48E-06,287314.3333,287314.3333,24416.80267,92.71233333,0.400666667,-1,4.666666667,94,42.33333333,97.33333333,6.666666667,87.33333333,45.67966667,71.50033333,48.30233333,45.67966667,71.50033333,48.30233333,53.79733333,42.01166667,27.006,2.717,-41.264,73.923,1.325333333,2.895333333,2.272666667,22.66666667,66,44,42.33333333
Scan001_046,0.64,0.04,-0.0001938,-1.93E-06,91941.14286,91941.14286,11825.46671,65.22457143,0.339142857,0.571428571,6.428571429,58.42857143,25,76.42857143,32,80.71428571,36.23528571,51.17585714,57.30685714,36.23528571,51.17585714,57.30685714,37.98085714,24.89028571,15.03657143,36.97714286,4.970571429,-18.136,1.625142857,3.456571429,2.061285714,48.71428571,51,53.57142857,26.381
Scan001_047,0.918,0.05,-0.000815,-3.87E-07,130953.2857,130953.2857,14694.07043,73.05185714,0.389571429,0.714285714,3.285714286,72.42857143,28.14285714,82.42857143,9.285714286,69.85714286,32.44285714,55.06928571,39.75557143,32.44285714,55.06928571,39.75557143,39.74185714,31.49514286,20.685,16.36414286,-10.68828571,32.59928571,1.425714286,2.161857143,1.533714286,24.28571429,52.57142857,37.71428571,30.71414286
Scan001_048,0.671,0.051,-6.07E-05,-5.67E-06,51479.84615,51479.84615,6574.518077,41.26892308,0.368,0.076923077,57.84615385,89.07692308,25.69230769,62.53846154,52.46153846,87,74.79261538,43.10292308,69.67553846,74.79261538,43.10292308,69.67553846,22.98476923,16.28592308,11.27923077,-16.48553846,5.188,-28.72638462,1.480153846,2.142384615,1.464307692,77.38461538,37.84615385,68.53846154,13.20515385
Scan001_049,0.758,0.058,-0.0006761,-5.28E-06,75931.4,75931.4,10614.8114,65.5551,0.3882,0.4,27.1,82.2,28.7,84,21.9,67.9,57.6343,56.1323,43.2448,57.6343,56.1323,43.2448,37.068,24.6319,17.6297,2.9732,10.1687,-23.8337,1.5946,2.4813,1.5491,59.5,52.7,40.9,23.6668
Scan001_050,0.952,0.048,-0.001,-5.15E-06,190263.6,190263.6,21402.6358,97.7394,0.327,0.2,8,80.8,13.2,86.6,9.2,91.6,43.4382,49.4496,54.4866,43.4382,49.4496,54.4866,52.4524,38.8478,24.3142,17.664,10.572,-52.9324,1.3654,2.6714,1.9118,45.4,52.8,53.2,41.2668
Scan001_051,0.93,0.058,-0.00088,-3.35E-06,132982,132982,16601.05729,80.68628571,0.321571429,0.428571429,3.571428571,62.85714286,16.85714286,72.28571429,12.28571429,85.14285714,33.36514286,43.27485714,49.14971429,33.36514286,43.27485714,49.14971429,48.346,35.97485714,17.71442857,11.05957143,-42.90757143,-20.97471429,1.400857143,3.289428571,2.456714286,38.28571429,41.85714286,53.57142857,30.80942857
Scan001_052,0.97,0.051,-0.001,-1.42E-06,161783.8333,161783.8333,18601.26133,88.70633333,0.3935,0.666666667,25.66666667,87,10.83333333,87.5,4.333333333,79.83333333,56.074,50.12033333,38.903,56.074,50.12033333,38.903,55.235,34.49516667,23.256,42.70333333,-22.53716667,-70.361,1.689333333,2.5905,1.5705,43.5,38.66666667,24.16666667,36.5
Scan001_053,0.84,0.052,-0.0008714,-6.18E-06,104733.875,104733.875,12443.2855,66.651,0.36675,0.375,13.875,77.375,37.5,85.25,7.875,64,45.08575,63.66225,36.048125,45.08575,63.66225,36.048125,38.0585,26.80675,18.275875,-23.655,-4.557125,15.985125,1.477875,2.977625,1.89925,41.5,63.75,36.5,26.875
Scan001_054,0.283,0.029,8.36E-05,-1.93E-06,28802.6,28802.6,5362.5349,44.9878,0.378,0.4,19.8,58.4,48.1,83.9,21.7,56.8,39.0507,68.6492,42.4134,39.0507,68.6492,42.4134,24.9086,16.7113,9.1575,4.4813,-0.8122,29.7299,1.9758,3.6023,1.8957,39.9,71,43.8,15.2333
Scan001_055,0.961,0.038,-0.001,-5.15E-07,319507.3333,319507.3333,30801.079,114.3896667,0.305333333,0.666666667,0.666666667,99.33333333,25,99.66666667,9,100,51.46533333,63.281,51.277,51.46533333,63.281,51.277,61.87966667,50.84666667,28.00033333,18.873,-24.99833333,22.99633333,1.215666667,3.033,2.509666667,64.66666667,49.66666667,35.66666667,45.55566667
Scan001_056,0.904,0.036,-0.0007523,-4.51E-06,301265.6667,301265.6667,29600.321,109.2076667,0.393,-0.333333333,7.666666667,82,10.66666667,100,5.333333333,91.33333333,49.20133333,55.114,48.63533333,49.20133333,55.114,48.63533333,60.34533333,48.136,30.178,-2.823666667,36.76766667,-10.08966667,1.273,2.092333333,1.723666667,63,45,32,53.66666667
Scan001_057,0.965,0.031,-0.0008565,-2.06E-06,321453,321453,28947.83933,110.0316667,0.423666667,0.333333333,4.666666667,87.33333333,11.66666667,100,5,82.66666667,45.02266667,58.005,41.266,45.02266667,58.005,41.266,58.001,46.453,31.69233333,51.76366667,-21.23233333,15.106,1.254666667,1.817,1.464,33,46.33333333,33,59.22233333
Scan001_058,0.981,0.013,-0.0002073,6.44E-07,326770,326770,22525.281,82.23566667,0.442666667,1,6.333333333,81.33333333,0,73.33333333,48.33333333,100,40.06666667,33.40666667,75.91033333,40.06666667,33.40666667,75.91033333,46.59533333,35.20766667,27.06833333,-19.043,-14.33066667,-35.90866667,1.683,2.338,1.398333333,50,46,66,55.222
Scan001_059,0.908,0.03,-0.0005059,-9.02E-07,181322.6,181322.6,15938.061,75.0926,0.3214,0.6,23.2,83.2,0,49.8,19.2,82.6,53.4202,25.4024,51.277,53.4202,25.4024,51.277,44.1128,28.687,18.1792,24.4578,-8.2426,72.9312,1.7922,3.876,2.1056,51,33.2,45.4,33.1332
Scan001_060,0.257,0.021,0.000101,1.16E-06,37422.85714,37422.85714,6167.414143,49.38442857,0.305,0.857142857,46.71428571,78,10.85714286,48,26.71428571,77.14285714,59.83942857,30.5,52.306,59.83942857,30.5,52.306,29.08142857,18.62,9.859857143,23.91371429,4.903714286,-18.55485714,1.732,3.434857143,2.148,57.71428571,34.28571429,49.57142857,17.33314286
Scan001_061,0.884,0.057,-0.001,-2.96E-06,146989.6667,146989.6667,18165.93117,89.0785,0.301666667,0.666666667,18.83333333,82,16.33333333,88.5,9.166666667,82.33333333,49.40783333,54.05333333,44.06383333,49.40783333,54.05333333,44.06383333,47.83933333,36.08833333,20.7825,52.92416667,-25.17166667,31.3215,1.336333333,2.463,1.839666667,46.33333333,52,46.5,31.72233333
Scan001_062,0.912,0.069,-0.002,-5.54E-06,113800.625,113800.625,15700.143,83.39475,0.31925,0.25,15.625,70.5,12.5,85.75,18.5,91.125,42.6555,50.658625,53.569125,42.6555,50.658625,53.569125,48.45175,30.760875,19.7885,7.282625,-11.331,30.60825,1.816625,2.845375,1.59325,37.125,49.5,50.375,29.125
Scan001_063,0.93,0.063,-0.0009233,-4.12E-06,116358.5,116358.5,15073.902,77.425625,0.407125,0.375,17.75,76.25,10,72.75,29.5,90.875,47.84975,39.277875,58.8345,47.84975,39.277875,58.8345,45.759875,31.41025,21.43175,-35.5285,-2.502875,-49.8495,1.493875,2.341,1.588125,54,32.5,52.75,32.041625
Scan001_064,0.958,0.053,-0.0008351,-2.06E-06,119835.625,119835.625,14035.38075,72.080125,0.482,0.625,26.5,86.875,18.125,74.75,38.875,88.75,56.33025,45.81775,64.444,56.33025,45.81775,64.444,39.538125,31.506375,22.623,26.53325,12.834,-20.422125,1.265125,1.77075,1.4065,52,43,60,34.7915
Scan001_065,0.913,0.066,-0.001,-3.74E-06,83040.18182,83040.18182,11446.51955,66.24809091,0.375909091,0.545454545,24.27272727,81.45454545,33.54545455,87.09090909,35.72727273,86,52.61272727,61.03945455,61.70736364,52.61272727,61.03945455,61.70736364,36.46336364,27.52990909,17.617,4.147454545,2.170454545,-40.69481818,1.376272727,2.229636364,1.669363636,47.90909091,61,61.18181818,28.30290909
Scan001_066,0.934,0.03,-0.0006191,-7.09E-06,310717.6667,310717.6667,26711.349,98.53566667,0.433333333,-1.333333333,0,83,0,79.66666667,21,91,35.489,39.124,57.801,35.489,39.124,57.801,52.04633333,44.21466667,29.29533333,-0.216666667,2.889,99.095,1.197333333,1.809333333,1.508333333,33,50.33333333,66,55.11133333
Scan001_067,0.97,0.025,-0.0008806,-3.87E-07,484397,484397,40341.1135,124.304,0.398,1,4,98.5,0,100,0,100,46.663,52.1605,52.7825,46.663,52.1605,52.7825,66.114,59.2435,37.3815,-7.935,-32.4685,31.524,1.116,1.7825,1.598,49.5,75,49.5,69.1665
Scan001_068,0.923,0.056,-0.001,-2.19E-06,153889.5,153889.5,19023.48483,88.40833333,0.334,0.5,15.5,87.66666667,19,87.66666667,16.83333333,84.33333333,53.39216667,50.34583333,48.45033333,53.39216667,50.34583333,48.45033333,53.13533333,36.84183333,20.631,38.957,25.3855,-24.5405,1.579,2.979833333,1.872333333,57.5,48.66666667,39.33333333,32.22233333
Scan001_069,0.726,0.037,-0.0004391,-9.02E-07,120963.1667,120963.1667,13216.37767,67.42716667,0.3385,0.666666667,35.66666667,95,4.166666667,55.33333333,29.66666667,85.16666667,61.75933333,26.79633333,57.26933333,61.75933333,26.79633333,57.26933333,40.35966667,26.22133333,18.05733333,-4.888666667,-23.75066667,-45.744,1.782833333,2.714333333,1.515833333,47.66666667,24.5,56.5,30.11116667
Scan001_070,0.72,0.032,1.96E-05,-1.07E-05,143743.6,143743.6,13775.4906,55.4236,0.3568,-1.2,0.4,51.2,22.6,66.4,69.6,100,27.3352,44.3442,85.77,27.3352,44.3442,85.77,28.9072,22.7478,14.2312,20.045,-2.4906,79.199,1.3496,2.519,1.87,35.4,36,82.2,22.3336
Scan001_071,0.879,0.027,-0.0001674,2.06E-06,109787.25,109787.25,9330.525,43.8995,0.379125,0.875,43.375,81.75,62,89.625,52.375,86.125,62.335125,75.47675,69.4265,62.335125,75.47675,69.4265,23.95975,19.27425,11.090375,11.679125,3.02,4.753,1.388625,2.691125,1.9495,53.625,71.875,60.625,17.4165
Scan001_072,0.66,0.05,7.32E-05,-3.87E-06,165098,165098,21595.309,100.3015,0.26775,0.25,11.75,88.75,9.5,100,16.25,83,46.8755,52.9,52.79,46.8755,52.9,52.79,51.98575,42.15725,22.42825,-39.534,-6.237,36.546,1.28025,2.48975,2.008,42.5,52.5,55.5,33.33325
Scan001_073,0.812,0.049,-0.0006534,-6.44E-07,116029.2857,116029.2857,14003.38229,72.61042857,0.366571429,0.714285714,32,80.57142857,18.57142857,76.85714286,42.71428571,100,55.20857143,50.09428571,67.90385714,55.20857143,50.09428571,67.90385714,34.97457143,27.657,18.777,-2.185714286,-8.101571429,-29.84328571,1.309285714,1.952,1.480857143,48.85714286,53.28571429,58.28571429,26.47642857
Scan001_074,0.973,0.005,-3.37E-05,-1.29E-07,971118,971118,54918.665,144.03,0.644,1,0,100,0,100,0,100,50.66,51.068,48.853,50.66,51.068,48.853,65.345,64.73,61.325,-78.607,38.109,145.67,1.009,1.066,1.056,53,99,0,108.667
Scan001_075,0.927,0.032,-0.0006149,-1.03E-06,185289,185289,17220.1282,74.715,0.356,0.6,11.4,72,17.8,71.2,16.4,73.2,41.6002,43.3508,43.0738,41.6002,43.3508,43.0738,43.8602,32.2736,17.8858,2.1814,0.8964,38.6576,1.9878,3.3858,1.8576,38,49.8,35.6,31.6666
