SampleName,VolumeDensity,SurfaceAreaDensity,MeanBreadthDensity,EulerNumberDensity,VoxelCount,Volume,SurfaceArea,MeanBreadth,Sphericity,EulerNumber,Box.X.Min,Box.X.Max,Box.Y.Min,Box.Y.Max,Box.Z.Min,Box.Z.Max,Centroid.X,Centroid.Y,Centroid.Z,Elli.Center.X,Elli.Center.Y,Elli.Center.Z,Elli.R1,Elli.R2,Elli.R3,Elli.Azim,Elli.Elev,Elli.Roll,Elli.R1/R2,Elli.R1/R3,Elli.R2/R3,InscrBall.Center.X,InscrBall.Center.Y,InscrBall.Center.Z,InscrBall.Radius
Scan008_044,0.494,0.071,-0.0006626,1.44E-06,59517.25,59517.25,11296.159,64.8805,0.250035714,0.75,44.17857143,94.82142857,33.46428571,90.07142857,40.07142857,92.32142857,68.33075,61.52414286,66.01889286,68.33075,61.52414286,66.01889286,33.73767857,22.27796429,17.02571429,9.610535714,11.23157143,-14.11685714,1.578357143,2.173142857,1.393107143,68.28571429,62.5,65.35714286,14.04757143
Scan008_045,0.58,0.081,-0.0009181,-3.06E-06,67423.27586,67423.27586,12384.54469,75.47251724,0.251310345,0.206896552,47.37931034,106.137931,42.82758621,105.3103448,44.27586207,102.9310345,76.80682759,73.33668966,73.9477931,76.80682759,73.33668966,73.9477931,37.4637931,26.07348276,18.59865517,7.100586207,2.433827586,14.3072069,1.448586207,2.073482759,1.450551724,76.17241379,73.5862069,73,17.52872414
Scan008_046,0.518,0.072,-0.0006193,-2.72E-06,54786.28125,54786.28125,10318.61434,65.80196875,0.2149375,0.34375,41.75,91.6875,39.15625,95.40625,57.21875,111.125,65.97390625,66.748375,84.0644375,65.97390625,66.748375,84.0644375,33.30825,23.52971875,15.4879375,-7.6136875,-1.79646875,-6.554125,1.44846875,2.83390625,1.99440625,65.625,66.8125,84.6875,15.90625
Scan008_047,0.477,0.058,-0.0007589,9.45E-07,76631.42857,76631.42857,13007.81276,79.8562381,0.266952381,0.904761905,46.9047619,108.2380952,29.9047619,92.9047619,53.33333333,113.4285714,78.30438095,60.16909524,83.95133333,78.30438095,60.16909524,83.95133333,39.16638095,25.85509524,18.13219048,-7.977238095,-12.1827619,48.10314286,1.584571429,2.357285714,1.52852381,76.57142857,56.66666667,78.66666667,19.17461905
Scan008_048,0.584,0.07,-0.0009019,2.08E-06,85328.86957,85328.86957,13689.10748,74.69878261,0.248652174,1.043478261,34.08695652,95.7826087,44.65217391,103.3913043,28,86.95652174,65.56295652,74.8356087,56.96178261,65.56295652,74.8356087,56.96178261,39.15330435,26.02908696,17.95278261,-5.993391304,-0.27673913,27.09304348,1.575086957,2.351782609,1.49373913,64.30434783,75,54.17391304,16.46386957
Scan008_049,0.489,0.064,-0.0007428,-4.04E-06,74965.59091,74965.59091,13268.86709,81.83568182,0.238181818,-0.045454545,44.86363636,110.8181818,50.68181818,111.4545455,41.36363636,102.3636364,78.98590909,81.83718182,71.59586364,78.98590909,81.83718182,71.59586364,41.44922727,27.164,17.87045455,7.872954545,-22.82427273,-18.30654545,1.585318182,2.396909091,1.551772727,78.81818182,83.90909091,70.59090909,18.31818182
Scan008_050,0.506,0.063,-0.0007702,-5.18E-06,65645.88462,65645.88462,11228.26308,73.07115385,0.273269231,0.576923077,30.03846154,91.19230769,60.03846154,112.7692308,41.88461538,93.38461538,60.62430769,86.10169231,67.45223077,60.62430769,86.10169231,67.45223077,36.51211538,24.01746154,16.44107692,21.98661538,5.332846154,-6.306346154,1.562653846,2.384615385,1.533807692,60.57692308,85.53846154,64.5,17.07684615
Scan008_051,0.583,0.073,-0.0008286,-5.86E-06,78941.2,78941.2,13826.63156,79.05656,0.22872,-0.08,40.56,101.88,34.2,95.52,60.76,126.68,69.52096,66.5634,94.30824,69.52096,66.5634,94.30824,38.61168,26.13568,17.58912,-12.8856,-5.58776,17.10776,1.55632,2.30224,1.49488,70.36,63.4,92,18.0666
Scan008_052,0.592,0.082,-0.000746,3.40E-06,71586.14286,71586.14286,13503.36436,77.87921429,0.219892857,1,49.64285714,113.3928571,50.89285714,108.5714286,50.96428571,111.5,81.71271429,79.45957143,82.46110714,81.71271429,79.45957143,82.46110714,38.16175,25.73439286,18.60067857,-4.908357143,-7.649821429,14.79421429,1.560035714,2.294571429,1.474142857,81.46428571,77.78571429,83,16.94053571
Scan008_053,0.563,0.082,-0.0008461,-3.78E-07,57713.81818,57713.81818,11411.45258,75.15654545,0.22469697,0.575757576,47.03030303,107.1515152,48.93939394,105,43.27272727,101.8787879,76.35272727,76.98821212,71.79748485,76.35272727,76.98821212,71.79748485,37.32484848,23.9289697,17.2569697,5.509060606,3.416848485,-17.26084848,1.621424242,2.361454545,1.452393939,74.42424242,77.12121212,70.93939394,16.67678788
Scan008_054,0.494,0.068,-0.0006707,3.74E-06,64464.61538,64464.61538,12501.43092,72.26723077,0.217807692,1.076923077,39.57692308,98.46153846,42.65384615,101.3076923,42.76923077,103.5,69.73623077,71.86234615,72.59369231,69.73623077,71.86234615,72.59369231,36.96746154,24.85723077,18.30607692,7.645461538,4.849153846,-17.92734615,1.510884615,2.138269231,1.427269231,71.46153846,70.61538462,69.38461538,16.39742308
Scan008_055,0.574,0.083,-0.001,1.81E-06,60688.90625,60688.90625,12104.39209,78.16065625,0.242875,0.96875,42.75,102.09375,45.21875,105.09375,38.09375,100.21875,71.91434375,75.22390625,65.8884375,71.91434375,75.22390625,65.8884375,38.1040625,25.359,18.7,0.96690625,-2.68803125,-18.277625,1.522875,2.17559375,1.4161875,71.28125,75.09375,63.75,18.5520625
Scan008_056,0.505,0.063,-0.0006351,3.51E-06,71450.54167,71450.54167,12957.75838,77.01804167,0.211375,1.166666667,34.79166667,91.625,46.79166667,111.7083333,59.375,119.875,61.75204167,80.95666667,91.001125,61.75204167,80.95666667,91.001125,37.97808333,26.10079167,17.69004167,-6.52375,-5.626416667,18.60554167,1.491291667,2.364166667,1.606,58,84.95833333,88.875,17.55566667
Scan008_057,0.555,0.066,-0.0007116,3.67E-06,74701.28,74701.28,11998.59372,66.89088,0.26584,1.2,41.44,94.32,49.8,102.64,53.88,107.04,66.73844,75.29508,81.16884,66.73844,75.29508,81.16884,34.81824,23.47892,16.19376,-15.42628,16.34368,3.7604,1.58356,2.3888,1.52668,64.76,73.32,80.84,15.81344
Scan008_058,0.539,0.072,-0.0009576,3.25E-06,64964.35714,64964.35714,11747.80457,74.58814286,0.259964286,1,42.21428571,103.0714286,44.57142857,101.1071429,51.39285714,107.3571429,72.41896429,72.13032143,78.96117857,72.41896429,72.13032143,78.96117857,36.33985714,24.85053571,17.74335714,10.76660714,2.285285714,22.47657143,1.4955,2.232785714,1.488285714,71.75,70.07142857,79.71428571,17.08335714
Scan008_059,0.551,0.083,-0.0009226,-4.91E-06,54604.64706,54604.64706,10762.89841,71.40864706,0.234705882,0.088235294,35.47058824,92.08823529,39.44117647,93.73529412,55.41176471,111.7647059,62.47202941,65.83429412,83.07861765,62.47202941,65.83429412,83.07861765,34.22229412,23.85620588,16.68085294,-1.839294118,20.25129412,-16.33473529,1.464117647,2.220382353,1.520264706,62.23529412,65,82.79411765,15.85294118
Scan008_060,0.48,0.062,-0.0006315,-3.78E-08,62498.84615,62498.84615,11357.59923,65.90480769,0.248576923,0.692307692,55.61538462,108.7307692,45.96153846,102.6153846,28.42307692,82.34615385,83.39053846,73.69146154,54.72923077,83.39053846,73.69146154,54.72923077,36.282,23.52911538,16.37280769,-7.980923077,-5.910846154,4.856846154,1.651192308,2.497423077,1.528923077,81.03846154,70.5,53.30769231,16.87192308
Scan008_061,0.634,0.078,-0.001,1.89E-06,85888.24,85888.24,15056.018,81.59884,0.21972,0.92,41.84,103.68,37.4,103.68,39.92,104.48,72.68232,69.20764,71.3352,72.68232,69.20764,71.3352,40.79024,28.53784,19.52572,-3.14924,-7.75316,0.10172,1.46504,2.27632,1.56124,72.96,65.68,65.88,18.78664
Scan008_062,0.596,0.077,-0.0007986,3.40E-07,69492.65517,69492.65517,12227.72324,72.76055172,0.256931034,0.586206897,44,100.4482759,51.96551724,109.4137931,53.34482759,107.2758621,72.44010345,81.65986207,81.19672414,72.44010345,81.65986207,81.19672414,34.83358621,25.35413793,17.6957931,-2.846551724,-4.798758621,-3.793965517,1.38062069,2.067034483,1.509344828,72.55172414,81.65517241,79.24137931,16.56317241
Scan008_063,0.541,0.075,-0.000774,1.32E-06,52256.45714,52256.45714,9809.374771,64.89988571,0.259085714,0.714285714,51.05714286,104.0571429,54.05714286,104.0857143,53.14285714,104.4,78.0346,79.41217143,79.47154286,78.0346,79.41217143,79.47154286,33.243,22.38731429,15.69434286,4.774457143,9.757714286,-25.42288571,1.595485714,2.359257143,1.491142857,78.17142857,80.05714286,79.94285714,15.69522857
Scan008_064,0.544,0.077,-0.0007623,1.63E-06,65531.46429,65531.46429,12182.80861,76.44628571,0.250535714,0.928571429,42.78571429,103.0357143,49.28571429,108.0357143,49.85714286,106.4642857,71.25142857,79.08775,79.03007143,71.25142857,79.08775,79.03007143,36.04075,25.1505,18.16828571,-10.53421429,9.573714286,31.50092857,1.476142857,2.094571429,1.446821429,70.92857143,76.60714286,77.5,16.08332143
Scan008_065,0.561,0.078,-0.0009015,-9.45E-07,67413.67857,67413.67857,12287.76446,78.48125,0.244642857,0.392857143,54.64285714,115.6428571,35.14285714,97.03571429,35.57142857,92.32142857,85.99260714,66.28132143,63.69875,85.99260714,66.28132143,63.69875,35.4865,25.95628571,19.16189286,5.80575,0.966535714,-13.87042857,1.418285714,1.971892857,1.398785714,88.5,65.35714286,60.5,16.47614286
Scan008_066,0.51,0.072,-0.0006077,7.18E-07,61739.89286,61739.89286,11942.85789,73.41160714,0.205714286,0.75,49.85714286,106.4285714,40.28571429,100.75,54.17857143,113.9642857,77.937,71.65489286,83.90771429,77.937,71.65489286,83.90771429,36.02657143,25.60792857,16.93714286,2.9365,-8.429035714,-34.38028571,1.443785714,2.251392857,1.567,79.39285714,72.07142857,82.64285714,16.53578571
Scan008_067,0.521,0.07,-0.0007135,-2.65E-06,60814.2069,60814.2069,11384.52534,73.1417931,0.246344828,0.413793103,42.20689655,101.2413793,39.37931034,95.68965517,40.37931034,93.37931034,70.90113793,68.26706897,65.40237931,70.90113793,68.26706897,65.40237931,35.80589655,24.5557931,17.27493103,-3.987793103,9.631310345,2.171827586,1.508724138,2.213310345,1.478517241,70.27586207,67.72413793,62.34482759,17.29882759
Scan008_068,0.551,0.071,-0.0008192,1.51E-06,84415.81818,84415.81818,14682.05755,75.90786364,0.236909091,0.545454545,33.13636364,100.2727273,33.81818182,96.13636364,47.5,109.1818182,66.00490909,64.52177273,79.26559091,66.00490909,64.52177273,79.26559091,39.13545455,27.5245,19.92545455,-1.217090909,-6.021681818,4.269181818,1.458181818,2.173818182,1.475727273,64.95454545,63.31818182,80.5,17.63636364
Scan008_069,0.555,0.074,-0.0007662,5.67E-07,69207.33333,69207.33333,12186.71144,73.98088889,0.253037037,0.666666667,54.81481481,115.7407407,33.96296296,93.44444444,52.81481481,107.3703704,85.21677778,65.00003704,79.97825926,85.21677778,65.00003704,79.97825926,36.89655556,24.72407407,17.79159259,-13.508,3.494555556,-43.8897037,1.511592593,2.162259259,1.448814815,86.37037037,64.48148148,78.88888889,17.04940741
Scan008_070,0.447,0.061,-0.0006415,6.80E-07,62769.75,62769.75,11419.24154,68.558625,0.258791667,0.791666667,38.04166667,94.45833333,48.75,104.7916667,44.5,100.7083333,67.08233333,75.90970833,71.60741667,67.08233333,75.90970833,71.60741667,34.78183333,25.559875,18.03258333,-2.133166667,12.76208333,-31.12616667,1.392833333,2.024583333,1.473791667,66.16666667,76.54166667,68.5,16.45833333
Scan008_071,0.529,0.071,-0.0008362,-7.94E-07,56017.9375,56017.9375,10613.79634,67.67790625,0.27325,0.46875,38.25,91.15625,37.03125,96.96875,43.40625,96.5,64.783875,66.76140625,69.20571875,64.783875,66.76140625,69.20571875,34.137625,23.84315625,17.2966875,-10.374625,-3.320875,-12.21584375,1.44784375,2.0444375,1.41834375,63.84375,64.71875,67.8125,18.04159375
Scan008_072,0.638,0.084,-0.001,3.02E-07,69401.70968,69401.70968,12291.23065,76.82335484,0.256096774,0.806451613,38,97.25806452,41.64516129,97.70967742,42.4516129,101.483871,67.00993548,69.50351613,71.95980645,67.00993548,69.50351613,71.95980645,36.53248387,24.53622581,18.65422581,8.902548387,2.697354839,9.980354839,1.535290323,2.067677419,1.347935484,64.93548387,67.03225806,71.51612903,17.30103226
Scan008_073,0.541,0.062,-0.0007166,-6.05E-07,76032.375,76032.375,12194.86292,74.53545833,0.256375,0.625,37.29166667,98.41666667,58.375,114.3333333,53.16666667,107.25,66.2165,87.816375,80.91154167,66.2165,87.816375,80.91154167,36.68933333,24.74129167,16.45775,6.461333333,-0.612541667,-7.6,1.587875,2.469458333,1.570541667,63.08333333,87.45833333,80.16666667,17.27775
Scan008_074,0.516,0.07,-0.0006144,7.18E-06,60096.10345,60096.10345,10943.59503,68.16765517,0.25037931,1.413793103,60.34482759,116.7931034,62.62068966,113.3793103,35.27586207,92.06896552,90.12717241,88.7227931,64.16768966,90.12717241,88.7227931,64.16768966,34.74686207,23.22037931,16.6042069,3.535034483,-7.576827586,-19.79689655,1.552034483,2.312931034,1.498655172,90.06896552,90.17241379,63.27586207,15.40227586
Scan008_075,0.543,0.067,-0.0007025,3.55E-06,65676.21429,65676.21429,11523.76418,70.72171429,0.271392857,0.964285714,53.03571429,105,55.96428571,116,48.42857143,105.25,79.10296429,87.16878571,76.90871429,79.10296429,87.16878571,76.90871429,36.59492857,25.32732143,16.70171429,-29.68546429,15.43021429,-21.94239286,1.503178571,2.293142857,1.548357143,81.96428571,87.14285714,73.5,17.95239286
Scan008_076,0.592,0.079,-0.0008499,-1.59E-06,71604.57143,71604.57143,13352.97657,77.72021429,0.216785714,0.607142857,42.21428571,100.3928571,40.71428571,101,52.64285714,114.2142857,70.71646429,70.96971429,83.77128571,70.71646429,70.96971429,83.77128571,37.65467857,25.60639286,18.05314286,-4.741857143,2.696964286,-22.90475,1.504928571,2.199678571,1.481535714,69.46428571,68.5,85.17857143,18.3095
Scan008_077,0.546,0.073,-0.0007733,-1.09E-05,80364.65217,80364.65217,14996.04265,89.38256522,0.192043478,-0.869565217,33.65217391,108.4782609,34,103,42.39130435,103.2608696,69.623,67.22608696,72.71808696,69.623,67.22608696,72.71808696,41.92773913,28.51626087,20.15826087,18.58686957,0.053,-5.936130435,1.528,2.28373913,1.495,69.60869565,63.52173913,71.7826087,18.68121739
Scan008_078,0.527,0.075,-0.0007319,-2.72E-06,63676.85714,63676.85714,12264.11082,75.12142857,0.219821429,0.357142857,41.17857143,102.5,61.07142857,115.75,46,107.9285714,71.06364286,89.03660714,77.15092857,71.06364286,89.03660714,77.15092857,36.14653571,23.73167857,17.49525,-20.71578571,3.308321429,-39.26832143,1.625678571,2.287964286,1.40475,69.53571429,87.14285714,77.03571429,17
Scan008_079,0.477,0.066,-0.0006874,-3.82E-06,57942.75,57942.75,11490.20079,73.02471429,0.2355,0.25,39.10714286,98.96428571,60.85714286,118.2857143,40.78571429,94.5,67.23160714,90.98385714,66.95328571,67.23160714,90.98385714,66.95328571,35.68467857,25.08832143,16.16421429,-6.671607143,-0.59574927,16.11775,1.457714286,2.381071429,1.613071429,65.32142857,92.60714286,66.67857143,16.76192857
Scan008_080,0.619,0.082,-0.001,-1.36E-06,72036.72414,72036.72414,13133.64393,75.82851724,0.245206897,0.482758621,37.75862069,99.75862069,49.17241379,109.3448276,53.17241379,112.7241379,67.33675862,79.61775862,84.84406897,67.33675862,79.61775862,84.84406897,38.80462069,25.26568966,18.62962069,14.579,-6.943896552,16.20417241,1.532586207,2.130068966,1.403482759,66.86206897,80.10344828,86.93103448,17.63224138
Scan008_081,0.557,0.066,-0.0007334,3.40E-07,75437.76,75437.76,12706.86376,70.51596,0.26376,0.68,56,116,52.8,108.96,42.4,96.44,84.84528,80.6646,69.23796,84.84528,80.6646,69.23796,34.37168,26.35868,17.40136,12.46772,-5.13064,-18.91516,1.33532,2.13692,1.58712,83.32,78,67.84,18.14664
Scan008_082,0.495,0.069,-0.0007269,-5.67E-07,52332.4375,52332.4375,9881.023906,65.039875,0.267875,0.625,50.09375,105.5625,53.4375,106.65625,46.5625,97.59375,78.89046875,80.57915625,72.537,78.89046875,80.57915625,72.537,32.90975,22.71228125,16.57253125,-12.79665625,11.6215625,4.005,1.5728125,2.2425,1.4118125,78.6875,80.125,71.5625,16.7499375
Scan008_083,0.578,0.078,-0.0007361,-3.40E-06,74820.42308,74820.42308,13231.47696,77.32561538,0.251346154,0.461538462,46.88461538,107.6153846,41.46153846,100.1538462,51.11538462,105.3846154,79.10515385,71.592,77.48080769,79.10515385,71.592,77.48080769,36.45988462,25.87642308,18.16138462,1.042615385,-11.14446154,18.96084615,1.446538462,2.143230769,1.502269231,79,69.96153846,76.42307692,17.67946154
Scan008_084,0.537,0.076,-0.0008398,3.02E-06,54918.51515,54918.51515,10311.53373,67.22454545,0.27669697,0.939393939,50.15151515,103.2727273,39.15151515,93.57575758,53.96969697,108.2727273,76.71469697,66.37251515,81.54015152,76.71469697,66.37251515,81.54015152,34.06,22.97581818,16.15666667,5.993090909,0.612878788,-19.59169697,1.471212121,2.116787879,1.455818182,76.06060606,63.36363636,79.21212121,16.47475758
Scan008_085,0.568,0.073,-0.0009192,4.69E-06,87050.81818,87050.81818,14956.50323,80.25018182,0.231909091,1.227272727,42.59090909,103.9090909,45.40909091,112.6363636,35,103.9545455,71.17327273,80.02972727,69.4475,71.17327273,80.02972727,69.4475,42.53772727,27.83022727,19.047,3.970272727,-10.12763636,-23.82413636,1.565,2.336090909,1.500363636,70.40909091,78.68181818,71.5,17.89395455
Scan008_086,0.501,0.069,-0.0007493,1.10E-06,62865.55556,62865.55556,12153.45404,77.09962963,0.220703704,0.777777778,43.66666667,103,43.37037037,106.5555556,51.85185185,112.3703704,72.76948148,74.55418519,83.20859259,72.76948148,74.55418519,83.20859259,36.45655556,26.15448148,16.67944444,13.23588889,-7.506518519,19.54455556,1.441592593,2.309222222,1.626148148,71.18518519,72.44444444,82.07407407,17.48144444
Scan008_087,0.605,0.084,-0.001,-7.18E-07,58194.82857,58194.82857,10726.78023,69.78848571,0.264857143,0.542857143,41.48571429,99.05714286,52.82857143,106.0571429,49,101.7714286,70.28351429,80.17662857,75.42665714,70.28351429,80.17662857,75.42665714,34.39008571,23.70677143,15.99797143,15.1096,-12.01542857,2.618742857,1.489885714,2.315228571,1.563342857,69.11428571,78.14285714,75.74285714,15.18088571
Scan008_088,0.441,0.056,-0.0004426,2.53E-06,49776.56667,49776.56667,8869.2256,56.9624,0.284166667,0.966666667,37.86666667,84.03333333,48.1,96.83333333,61.23333333,103.1666667,60.7331,73.40436667,82.5682,60.7331,73.40436667,82.5682,28.52033333,20.3524,13.9959,-5.322233333,5.7311,-58.86436667,1.465233333,2.270366667,1.578566667,57.96666667,72.63333333,83,14.76666667
Scan008_089,0.537,0.065,-0.0007207,-1.85E-06,90408.55,90408.55,14671.73805,75.94665,0.25645,0.3,53.6,116.65,57.05,118.75,37.9,105,85.66055,89.68825,71.70985,85.66055,89.68825,71.70985,39.7861,25.7694,21.37445,1.2738,-17.27935,4.7339,1.5462,1.91625,1.2436,85.8,93.55,69.45,18.24995
Scan008_090,0.567,0.068,-0.0008034,5.29E-07,83098.08696,83098.08696,13696.60057,76.67008696,0.261347826,0.565217391,43.2173913,106,42.56521739,107.2173913,35.30434783,96.13043478,74.46252174,76.01291304,64.2233913,74.46252174,76.01291304,64.2233913,39.73547826,26.77795652,19.09182609,0.689173913,14.05621739,28.43456522,1.527043478,2.200217391,1.457565217,72.2173913,77.60869565,61,18.28982609
Scan008_091,0.568,0.076,-0.0009028,-2.27E-07,79920.5,79920.5,14583.18287,87.74079167,0.218416667,0.541666667,44.5,106.625,39.66666667,107.3333333,41.5,108.1666667,75.65270833,72.12291667,77.440375,75.65270833,72.12291667,77.440375,39.69020833,28.01558333,19.62091667,-11.761625,-17.38125,8.010541667,1.463333333,2.125875,1.484125,75.66666667,70.45833333,78.33333333,18.44445833
Scan008_092,0.62,0.075,-0.000967,3.78E-07,95071.77273,95071.77273,15840.127,83.48609091,0.2385,0.590909091,48.36363636,118.1818182,42.36363636,113.3181818,59.31818182,121.4090909,82.65636364,77.78477273,90.54731818,82.65636364,77.78477273,90.54731818,42.28390909,29.0055,20.49822727,-10.40045455,-16.59127273,-13.10127273,1.465363636,2.153181818,1.470136364,79.59090909,74.59090909,88.68181818,19.01518182
Scan008_093,0.553,0.072,-0.0008422,4.91E-07,69117.96296,69117.96296,12138.14181,68.33311111,0.282407407,0.444444444,37.44444444,94.18518519,46,102.6666667,44.44444444,103.2222222,65.90733333,74.74414815,74.55707407,65.90733333,74.74414815,74.55707407,35.25885185,25.94092593,18.04218519,-6.459888889,-6.835185185,24.74807407,1.392481481,1.990703704,1.441888889,65.07407407,75.85185185,73,17.14811111
Scan008_094,0.52,0.065,-0.0007813,-1.89E-06,76314.86957,76314.86957,13099.09852,72.35426087,0.255434783,0.391304348,40.13043478,101.1304348,43.7826087,101.2173913,41.52173913,101.826087,70.43434783,73.42208696,72.03647826,70.43434783,73.42208696,72.03647826,38.21278261,26.33591304,18.01217391,-7.892913043,4.844565217,6.843652174,1.531869565,2.375652174,1.572043478,70.82608696,71.08695652,72.43478261,17.18847826
Scan008_095,0.555,0.065,-0.0008732,-7.14E-06,77756.75,77756.75,12367.24454,69.05195833,0.287333333,-0.25,50.29166667,106.875,41.83333333,96.08333333,63.95833333,120.6666667,79.50225,68.52108333,93.24775,79.50225,68.52108333,93.24775,36.56825,23.5325,17.35741667,5.499208333,6.567833333,-25.47704167,1.5955,2.181166667,1.382333333,79.83333333,65.29166667,96.75,17.1945
Scan008_096,0.486,0.061,-0.0006018,-7.56E-08,82379.6,82379.6,14687.81025,82.27715,0.2045,0.4,41.8,103.8,58.65,127.3,50.3,116.35,71.4384,95.8889,84.69405,71.4384,95.8889,84.69405,39.57475,28.70265,19.7591,1.3137,8.43425,7.13375,1.41965,2.08755,1.50985,72.65,96.05,84,18.73335
Scan008_097,0.569,0.072,-0.0009012,3.33E-06,73834.96154,73834.96154,12866.21873,77.03761538,0.272346154,1,50.07692308,108.8846154,42.84615385,105.3076923,47.61538462,109.6923077,79.65357692,74.48392308,79.06046154,79.65357692,74.48392308,79.06046154,37.88992308,26.38769231,19.34411538,0.491346154,6.822115385,14.53907692,1.434730769,1.999192308,1.4075,80.96153846,78.26923077,78.5,18.23069231
Scan008_098,0.497,0.065,-0.0005687,-1.17E-06,70107.04167,70107.04167,12551.91917,73.81941667,0.2555,0.416666667,35.16666667,98.70833333,47.58333333,104.0833333,36.5,90.625,64.474375,75.71920833,63.99416667,64.474375,75.71920833,63.99416667,37.43316667,24.857875,17.895875,-14.10570833,4.081291667,18.156875,1.563125,2.282041667,1.463458333,61.20833333,76.25,63.125,18.59720833
Scan008_099,0.558,0.073,-0.0007721,-1.17E-06,69613.03704,69613.03704,12277.35648,78.31255556,0.275111111,0.555555556,43.77777778,105.2962963,46,106.3333333,45.77777778,103.8518519,75.55785185,77.37125926,74.24618519,75.55785185,77.37125926,74.24618519,38.32125926,24.8967037,19.17066667,-15.17681481,1.783407407,5.608814815,1.549222222,2.047074074,1.331740741,77.33333333,79.11111111,75.66666667,18.5802963
Scan008_100,0.539,0.065,-0.0006894,4.42E-06,72801.96,72801.96,12134.78904,73.33292,0.27124,0.96,52.96,109.8,45.68,103.44,46.32,103.24,82.61884,74.63644,72.66464,82.61884,74.63644,72.66464,35.30568,25.3088,18.076,-19.8842,5.5602,-18.8958,1.46196,2.11732,1.44648,84.48,72.24,69.68,17.5066
Scan008_101,0.547,0.061,-0.0006441,-1.74E-06,116006.6875,116006.6875,19166.79694,98.41975,0.210625,0.1875,49.375,121.75,50.4375,115.375,28.5625,106.625,84.5935625,83.2335,63.0629375,84.5935625,83.2335,63.0629375,44.3048125,30.9716875,20.3035,-10.3065625,11.844,-45.989375,1.4705625,2.3656875,1.59575,82.9375,84.75,60.875,20.8125
Scan008_102,0.552,0.073,-0.0008493,-1.32E-06,84829.72727,84829.72727,15333.31341,89.93372727,0.217772727,0.363636364,45.77272727,110.1818182,35.59090909,101.8636364,37.5,109.9545455,77.44181818,68.597,72.84618182,77.44181818,68.597,72.84618182,42.01659091,28.81677273,19.04777273,28.05318182,22.67327273,5.324590909,1.484636364,2.359272727,1.585454545,76.72727273,69,73,19.54536364
Scan008_103,0.563,0.077,-0.0008073,-3.59E-06,68017.46429,68017.46429,12837.83511,78.96839286,0.222821429,0.178571429,48.53571429,113.6071429,57.03571429,113.4285714,40,101.7857143,79.66525,85.7925,71.81428571,79.66525,85.7925,71.81428571,38.31992857,26.48757143,17.69335714,-4.990821429,10.56610714,-44.96035714,1.468571429,2.400714286,1.617035714,80.03571429,85.64285714,72.53571429,16.63092857
Scan008_104,0.574,0.075,-0.0008945,4.91E-07,74670.19231,74670.19231,13424.9555,78.01611538,0.219115385,0.576923077,43.26923077,103.8846154,40.96153846,102.5,49.38461538,112.2692308,73.45761538,70.72619231,81.22911538,73.45761538,70.72619231,81.22911538,39.02357692,26.35807692,18.06653846,4.1695,-2.075807692,20.60284615,1.536192308,2.341615385,1.553230769,72.69230769,68.84615385,78.73076923,17.96157692
Scan008_105,0.56,0.076,-0.0007305,-4.23E-06,67771.75,67771.75,12727.36786,77.92753571,0.238607143,0.392857143,47.46428571,108.75,46.89285714,107.7857143,43.28571429,103.25,79.70492857,78.48796429,74.00732143,79.70492857,78.48796429,74.00732143,37.71614286,25.69525,19.06221429,8.065142857,-4.731107143,27.70564286,1.521964286,2.083964286,1.384642857,80.71428571,75.60714286,72.46428571,18.29757143
Scan008_106,0.589,0.072,-0.0007962,-4.88E-06,86521.34783,86521.34783,14718.85104,83.74434783,0.225,0.130434783,43.34782609,106.8695652,45.17391304,108.0434783,41.82608696,103.5217391,75.98891304,75.29721739,72.97586957,75.98891304,75.29721739,72.97586957,38.19147826,26.94147826,19.12673913,-0.420391304,3.87126087,4.690782609,1.480956522,2.165086957,1.463695652,74.91304348,74.26086957,72.39130435,18.56530435
Scan008_107,0.603,0.077,-0.0009689,3.93E-06,70122.58621,70122.58621,12235.85576,72.36755172,0.272896552,1.103448276,48.79310345,106.5517241,32.5862069,92.10344828,34.75862069,96.10344828,76.64527586,62.88641379,65.15727586,76.64527586,62.88641379,65.15727586,36.48731034,25.68617241,18.59206897,-3.249482759,-2.783034483,-20.5307931,1.479793103,2.063793103,1.413517241,74.89655172,60.24137931,63.75862069,17.79310345
Scan008_108,0.577,0.072,-0.0008044,7.56E-07,72161.44444,72161.44444,12328.92619,74.30796296,0.255814815,0.888888889,67.88888889,126.9259259,42.55555556,101.962963,40.92592593,97.48148148,98.40188889,71.4397037,69.17433333,98.40188889,71.4397037,69.17433333,36.73351852,24.85733333,17.93444444,-0.685296296,-1.006037037,20.94181481,1.505407407,2.138259259,1.428,97.66666667,72.22222222,67.74074074,17.66666667
Scan008_109,0.521,0.069,-0.0005964,7.18E-07,79955.36364,79955.36364,14337.25986,83.43477273,0.220636364,0.636363636,51.90909091,114.5909091,41.40909091,105.3181818,44.09090909,109.7272727,82.57440909,73.52313636,76.92927273,82.57440909,73.52313636,76.92927273,39.77231818,28.23281818,20.3975,-2.9175,1.038772727,-30.09168182,1.478954545,2.0765,1.421272727,79.63636364,74.63636364,76.90909091,18.39390909
