SampleName,VolumeDensity,SurfaceAreaDensity,MeanBreadthDensity,EulerNumberDensity,Volume,SurfaceArea,MeanBreadth,Sphericity,EulerNumber,Box.X.Min,Box.X.Max,Box.Y.Min,Box.Y.Max,Box.Z.Min,Box.Z.Max,Centroid.X,Centroid.Y,Centroid.Z,Elli.Center.X,Elli.Center.Y,Elli.Center.Z,Elli.R1,Elli.R2,Elli.R3,Elli.Azim,Elli.Elev,Elli.Roll,Elli.R1/R2,Elli.R1/R3,Elli.R2/R3,InscrBall.Center.X,InscrBall.Center.Y,InscrBall.Center.Z,InscrBall.Radius, Yield Stress 
Scan001_002,0.83,0.046,-0.0006433,0.0,165890.6,18778.7322,88.8824,0.462,0.8,22.2,89.4,17.6,86.4,13.6,86.6,56.0074,48.7008,49.423,56.0074,48.7008,49.423,46.7662,35.1788,27.8198,67.6654,53.5086,39.8062,1.3266,1.6928,1.2684,60.8,47.4,49.6,46.0666,98.27325439453124
Scan001_005,0.566,0.057,-4.01e-05,-3.35e-06,56962.2,9497.2415,67.4653,0.3062,0.4,31.3,85.0,16.6,67.9,41.4,86.5,57.3381,43.2836,64.6703,57.3381,43.2836,64.6703,33.4044,23.4676,15.662,3.3503,-9.551,-18.2299,1.9333,3.274,1.6402,54.5,43.6,68.9,22.3332,7.708827972412109
Scan001_006,0.893,0.059,-0.001,-2.58e-06,111500.0,14173.482,76.405875,0.318375,0.5,15.25,80.125,17.5,79.375,27.875,80.0,49.07775,46.813625,53.388625,49.07775,46.813625,53.388625,41.84575,30.519,19.297125,-2.71,-5.224,41.938875,1.4175,2.545375,1.841375,55.875,49.5,53.75,30.625,91.87262725830078
Scan001_008,0.792,0.049,-0.0005713,-1.68e-06,132365.6667,16740.6635,85.02266667,0.404666667,0.5,20.0,89.16666667,16.66666667,79.66666667,18.16666667,88.5,57.54416667,46.416,56.3665,57.54416667,46.416,56.3665,46.5125,32.17316667,24.41566667,31.03233333,-1.026,-0.559,1.457,1.902333333,1.312,61.5,43.83333333,59.33333333,38.5,51.71969985961914
Scan001_011,0.874,0.047,-0.0006877,-3.99e-06,218707.25,25005.54875,103.6605,0.308,0.75,10.0,92.5,17.25,98.25,7.75,83.0,56.15425,54.0175,47.104,56.15425,54.0175,47.104,62.90125,38.6225,26.71825,44.41525,23.7135,-14.60375,1.66275,2.53975,1.519,64.5,35.5,59.25,41.25,83.13317108154297
Scan001_012,0.999,0.000459,-8.99e-06,1.29e-07,998743.0,55404.86,137.063,0.663,0.0,0.0,100.0,0.0,100.0,0.0,100.0,50.055,49.942,50.055,50.055,49.942,50.055,64.59,64.589,64.301,66.97,-29.955,-49.203,1.0,1.004,1.004,99.0,0.0,99.0,153.0,101.13339233398438
Scan001_015,0.903,0.062,-0.001,-5.8e-06,90274.8,11864.486,70.8815,0.3245,0.2,34.5,92.8,27.4,80.3,19.2,76.0,64.5092,55.4513,47.4509,64.5092,55.4513,47.4509,39.3241,27.3251,17.4131,-4.8886,-10.9483,-6.6075,1.5224,2.6275,1.6918,54.4,53.4,43.4,24.6667,80.18476104736328
Scan001_016,0.859,0.043,-0.0004813,-1.03e-06,171799.2,18590.1218,86.8334,0.3978,0.6,8.8,79.0,20.0,82.0,4.6,64.0,45.3674,55.1674,38.6568,45.3674,55.1674,38.6568,41.7882,33.1172,21.1104,-9.3316,4.6474,3.0188,1.2636,1.982,1.5774,48.6,51.0,46.6,33.3332,66.48474884033203
Scan001_018,0.768,0.046,-0.0003606,-1.29e-07,96267.25,11842.49113,65.473,0.398,0.875,18.125,75.5,11.5,61.0,27.125,75.5,50.148625,39.220875,50.67075,50.148625,39.220875,50.67075,37.201875,28.9135,16.076625,18.420375,-18.331125,-41.0255,1.4285,2.478375,1.836625,49.625,42.625,51.375,27.375,60.82290267944336
Scan001_020,0.959,0.037,-0.0009778,-3.48e-06,191483.8,18500.14,78.94,0.4198,1.0,15.0,78.8,8.8,70.0,17.4,85.4,45.2,39.1418,52.3994,45.2,39.1418,52.3994,45.596,31.5198,23.6568,28.0088,1.4324,-9.1752,1.473,2.0574,1.4164,41.4,32.8,47.0,38.2668,111.09673309326172
Scan001_023,0.909,0.047,-0.0009437,-6.44e-06,113442.375,12381.90375,66.62125,0.359,0.125,10.375,56.875,19.25,61.375,26.375,75.25,33.39275,41.009,50.79375,33.39275,41.009,50.79375,32.504125,23.130875,15.746375,3.87975,-5.248625,-2.0355,1.936875,2.932875,1.52025,38.25,42.375,52.75,27.875,74.49903869628906
Scan001_024,0.811,0.039,-0.0003086,-1.03e-06,202830.5,21539.72575,91.4475,0.38525,0.75,33.25,91.5,11.5,72.75,1.75,94.25,58.36425,43.098,50.17075,58.36425,43.098,50.17075,57.00875,37.0955,22.8765,-44.02525,-37.757,46.02125,1.80675,2.6415,1.56775,49.5,46.25,56.25,41.41675,63.72073745727539
Scan001_027,0.889,0.063,-0.001,-6.44e-07,98642.44444,12859.85167,71.24688889,0.424111111,1.0,27.55555556,84.66666667,15.33333333,67.22222222,17.0,74.44444444,55.04244444,39.76244444,48.30144444,55.04244444,39.76244444,48.30144444,39.14077778,27.231,20.11233333,3.094111111,-25.505,27.99677778,1.462111111,2.103777778,1.431666667,51.77777778,34.55555556,46.77777778,27.48144444,91.5741195678711
Scan001_029,0.905,0.034,-0.0004585,1.16e-06,301268.3333,27905.74467,103.7756667,0.376,1.0,26.0,95.66666667,13.33333333,84.66666667,0.0,100.0,66.19466667,51.42333333,50.58066667,66.19466667,51.42333333,50.58066667,65.519,42.78766667,28.664,12.673,13.47666667,12.42433333,1.625,2.687,1.588333333,66.0,59.0,47.66666667,51.0,73.36787414550781
Scan001_030,0.942,0.059,-0.001,-1.11e-05,157002.6667,19714.15367,94.96783333,0.3255,-0.833333333,7.5,83.66666667,11.66666667,86.0,26.16666667,92.66666667,44.19583333,46.226,55.89716667,44.19583333,46.226,55.89716667,55.6675,37.79366667,22.74666667,45.74783333,19.75033333,29.44633333,1.521666667,3.252666667,2.238166667,34.83333333,34.16666667,42.83333333,32.9445,102.44187927246094
Scan001_033,0.852,0.038,-0.0002617,6.7e-06,212281.25,20167.828,75.75375,0.313,2.0,0.0,56.25,13.5,68.5,2.5,81.5,25.7265,41.30525,38.622,25.7265,41.30525,38.622,44.90825,33.174,21.82925,34.282,24.94975,38.64425,1.5055,2.54275,1.71125,24.75,40.5,34.75,26.66675,42.98421096801758
Scan001_034,0.753,0.051,-0.0002871,3.22e-06,94127.625,11906.61812,72.584125,0.330375,1.125,12.875,63.5,22.25,79.625,10.125,68.0,37.34175,47.92725,40.533375,37.34175,47.92725,40.533375,38.465625,26.33325,16.2285,8.556375,1.1585,30.640875,1.5015,2.551125,1.733625,39.75,40.75,37.625,22.666625,71.13758087158203
Scan001_037,0.931,0.042,-0.0009623,-1.03e-05,185981.0,19423.845,89.9464,0.3672,-0.2,26.2,89.2,2.4,76.0,23.8,90.2,56.2984,35.442,58.8028,56.2984,35.442,58.8028,45.8222,36.0392,23.4738,-34.3974,11.3734,8.8444,1.3394,2.2056,1.6254,57.6,40.6,55.8,36.6002,83.89064025878906
Scan001_039,0.878,0.037,-0.0004913,-4.25e-06,175349.0,17228.319,76.9404,0.3332,0.0,1.8,64.4,20.8,81.4,17.4,78.0,29.969,50.1022,49.5986,29.969,50.1022,49.5986,41.2162,29.4176,20.7342,-24.3986,-3.4968,24.2502,1.543,2.6,1.6506,26.8,54.2,48.6,33.8,59.43665313720703
Scan001_041,0.669,0.042,-0.0001801,-2.58e-06,168109.25,21444.0665,96.697,0.30725,0.0,13.25,82.5,12.75,93.25,0.0,84.25,48.4235,46.19925,41.03175,48.4235,46.19925,41.03175,54.5905,40.0215,24.5885,15.135,17.48525,46.3365,1.36775,2.283,1.7005,44.5,39.75,38.25,41.25,42.70182800292969
Scan001_042,0.587,0.039,-9.53e-05,-1.68e-06,73534.75,9273.87025,56.167125,0.387375,0.5,32.0,79.875,35.875,76.375,15.75,56.25,54.536375,53.493625,35.894625,54.536375,53.493625,35.894625,28.716625,20.143,13.93525,-22.745875,8.4405,25.250375,1.4745,2.21975,1.518875,52.25,46.375,35.625,21.66675,43.4465217590332
Scan001_045,0.866,0.032,-0.0003095,-3.48e-06,287314.3333,24416.80267,92.71233333,0.400666667,-1.0,4.666666667,94.0,42.33333333,97.33333333,6.666666667,87.33333333,45.67966667,71.50033333,48.30233333,45.67966667,71.50033333,48.30233333,53.79733333,42.01166667,27.006,2.717,-41.264,73.923,1.325333333,2.895333333,2.272666667,22.66666667,66.0,44.0,42.33333333,62.65704727172852
Scan001_046,0.64,0.04,-0.0001938,-1.93e-06,91941.14286,11825.46671,65.22457143,0.339142857,0.571428571,6.428571429,58.42857143,25.0,76.42857143,32.0,80.71428571,36.23528571,51.17585714,57.30685714,36.23528571,51.17585714,57.30685714,37.98085714,24.89028571,15.03657143,36.97714286,4.970571429,-18.136,1.625142857,3.456571429,2.061285714,48.71428571,51.0,53.57142857,26.381,41.78085708618164
Scan001_051,0.93,0.058,-0.00088,-3.35e-06,132982.0,16601.05729,80.68628571,0.321571429,0.428571429,3.571428571,62.85714286,16.85714286,72.28571429,12.28571429,85.14285714,33.36514286,43.27485714,49.14971429,33.36514286,43.27485714,49.14971429,48.346,35.97485714,17.71442857,11.05957143,-42.90757143,-20.97471429,1.400857143,3.289428571,2.456714286,38.28571429,41.85714286,53.57142857,30.80942857,96.0579071044922
Scan001_052,0.97,0.051,-0.001,-1.42e-06,161783.8333,18601.26133,88.70633333,0.3935,0.666666667,25.66666667,87.0,10.83333333,87.5,4.333333333,79.83333333,56.074,50.12033333,38.903,56.074,50.12033333,38.903,55.235,34.49516667,23.256,42.70333333,-22.53716667,-70.361,1.689333333,2.5905,1.5705,43.5,38.66666667,24.16666667,36.5,113.43296813964844
Scan001_055,0.961,0.038,-0.001,-5.15e-07,319507.3333,30801.079,114.3896667,0.305333333,0.666666667,0.666666667,99.33333333,25.0,99.66666667,9.0,100.0,51.46533333,63.281,51.277,51.46533333,63.281,51.277,61.87966667,50.84666667,28.00033333,18.873,-24.99833333,22.99633333,1.215666667,3.033,2.509666667,64.66666667,49.66666667,35.66666667,45.55566667,110.00798797607422
Scan001_056,0.904,0.036,-0.0007523,-4.51e-06,301265.6667,29600.321,109.2076667,0.393,-0.333333333,7.666666667,82.0,10.66666667,100.0,5.333333333,91.33333333,49.20133333,55.114,48.63533333,49.20133333,55.114,48.63533333,60.34533333,48.136,30.178,-2.823666667,36.76766667,-10.08966667,1.273,2.092333333,1.723666667,63.0,45.0,32.0,53.66666667,93.60636901855467
Scan001_058,0.981,0.013,-0.0002073,6.44e-07,326770.0,22525.281,82.23566667,0.442666667,1.0,6.333333333,81.33333333,0.0,73.33333333,48.33333333,100.0,40.06666667,33.40666667,75.91033333,40.06666667,33.40666667,75.91033333,46.59533333,35.20766667,27.06833333,-19.043,-14.33066667,-35.90866667,1.683,2.338,1.398333333,50.0,46.0,66.0,55.222,101.12925720214844
Scan001_063,0.93,0.063,-0.0009233,-4.12e-06,116358.5,15073.902,77.425625,0.407125,0.375,17.75,76.25,10.0,72.75,29.5,90.875,47.84975,39.277875,58.8345,47.84975,39.277875,58.8345,45.759875,31.41025,21.43175,-35.5285,-2.502875,-49.8495,1.493875,2.341,1.588125,54.0,32.5,52.75,32.041625,106.58324432373048
Scan001_064,0.958,0.053,-0.0008351,-2.06e-06,119835.625,14035.38075,72.080125,0.482,0.625,26.5,86.875,18.125,74.75,38.875,88.75,56.33025,45.81775,64.444,56.33025,45.81775,64.444,39.538125,31.506375,22.623,26.53325,12.834,-20.422125,1.265125,1.77075,1.4065,52.0,43.0,60.0,34.7915,107.8434600830078
Scan001_067,0.97,0.025,-0.0008806,-3.87e-07,484397.0,40341.1135,124.304,0.398,1.0,4.0,98.5,0.0,100.0,0.0,100.0,46.663,52.1605,52.7825,46.663,52.1605,52.7825,66.114,59.2435,37.3815,-7.935,-32.4685,31.524,1.116,1.7825,1.598,49.5,75.0,49.5,69.1665,109.54093933105467
Scan001_069,0.726,0.037,-0.0004391,-9.02e-07,120963.1667,13216.37767,67.42716667,0.3385,0.666666667,35.66666667,95.0,4.166666667,55.33333333,29.66666667,85.16666667,61.75933333,26.79633333,57.26933333,61.75933333,26.79633333,57.26933333,40.35966667,26.22133333,18.05733333,-4.888666667,-23.75066667,-45.744,1.782833333,2.714333333,1.515833333,47.66666667,24.5,56.5,30.11116667,67.86587524414062
Scan001_070,0.72,0.032,1.96e-05,-1.07e-05,143743.6,13775.4906,55.4236,0.3568,-1.2,0.4,51.2,22.6,66.4,69.6,100.0,27.3352,44.3442,85.77,27.3352,44.3442,85.77,28.9072,22.7478,14.2312,20.045,-2.4906,79.199,1.3496,2.519,1.87,35.4,36.0,82.2,22.3336,58.444366455078125
Scan001_073,0.812,0.049,-0.0006534,-6.44e-07,116029.2857,14003.38229,72.61042857,0.366571429,0.714285714,32.0,80.57142857,18.57142857,76.85714286,42.71428571,100.0,55.20857143,50.09428571,67.90385714,55.20857143,50.09428571,67.90385714,34.97457143,27.657,18.777,-2.185714286,-8.101571429,-29.84328571,1.309285714,1.952,1.480857143,48.85714286,53.28571429,58.28571429,26.47642857,54.685691833496094
Scan001_074,0.973,0.005,-3.37e-05,-1.29e-07,971118.0,54918.665,144.03,0.644,1.0,0.0,100.0,0.0,100.0,0.0,100.0,50.66,51.068,48.853,50.66,51.068,48.853,65.345,64.73,61.325,-78.607,38.109,145.67,1.009,1.066,1.056,53.0,99.0,0.0,108.667,99.63106536865234
Scan001_077,0.966,0.051,-0.0008241,-4.38e-06,137923.1429,15594.75629,74.70714286,0.446714286,0.285714286,26.71428571,86.0,26.71428571,84.14285714,11.57142857,65.57142857,54.136,57.13442857,38.24214286,54.136,57.13442857,38.24214286,43.88014286,32.66085714,20.90214286,-46.02585714,6.888571429,-42.60771429,1.385,2.356714286,1.754285714,42.28571429,57.85714286,34.14285714,35.33314286,105.22869110107422
Scan001_079,0.971,0.026,-0.0006018,-6.44e-07,484703.0,40164.9585,126.6,0.39,1.0,0.0,100.0,9.0,90.5,0.0,100.0,50.861,43.0285,48.4145,50.861,43.0285,48.4145,67.8565,58.7965,35.1,7.5025,5.0355,19.3195,1.1585,2.044,1.7425,36.0,49.5,47.5,62.333,106.53030395507812
Scan001_080,0.779,0.033,-9.59e-05,-2.06e-06,156409.0,16596.6266,78.9062,0.3724,0.4,10.4,70.4,20.4,82.8,25.0,87.4,40.437,50.0562,58.465,40.437,50.0562,58.465,40.9248,32.1358,19.273,24.438,8.7296,19.4092,1.5422,2.3404,1.565,51.0,55.6,57.6,39.1334,47.95255279541016
Scan001_083,0.844,0.036,-0.0002682,-3.61e-06,209703.75,18691.48525,76.11025,0.37725,1.25,17.0,82.5,39.75,95.75,33.25,100.0,51.85775,64.99575,72.71975,51.85775,64.99575,72.71975,44.2905,33.03525,21.4335,24.909,27.0035,14.617,1.43225,2.645,1.90725,45.25,52.75,70.0,34.25,65.37882232666016
Scan001_084,0.512,0.036,-9.69e-05,-5.15e-06,102801.0,13592.4336,76.0298,0.2682,0.2,30.4,92.2,24.8,83.0,23.2,79.6,64.7458,58.3886,51.9944,64.7458,58.3886,51.9944,44.7806,31.2772,14.347,21.6096,19.2926,37.223,1.5154,4.0966,2.6188,52.2,57.8,58.4,22.4666,26.46921157836914
Scan001_087,0.944,0.055,-0.0009921,-3.99e-06,118020.75,13990.2315,73.959625,0.427625,0.5,10.625,64.625,4.75,70.0,23.125,76.25,36.729875,33.96175,47.18725,36.729875,33.96175,47.18725,43.43475,28.3215,21.040125,21.50275,-13.009125,-12.948125,1.711375,2.290375,1.36225,30.875,30.25,43.25,29.79175,116.5257339477539
Scan001_089,0.928,0.033,-0.0006355,-1.68e-06,231904.75,21786.679,86.761,0.3585,0.75,0.0,70.75,20.5,91.25,39.25,100.0,33.84375,53.804,70.41625,33.84375,53.804,70.41625,47.007,39.06175,23.518,26.94625,-4.723,-21.0385,1.25275,2.39775,1.99125,24.75,52.5,69.0,42.75,90.64575958251952
Scan001_090,0.949,0.038,-0.0009388,-1.29e-07,158144.0,15919.44467,74.1365,0.430166667,0.833333333,6.0,64.16666667,15.83333333,77.0,15.33333333,76.83333333,32.61783333,46.07166667,45.4735,32.61783333,46.07166667,45.4735,43.26233333,30.89783333,23.87933333,11.005,-10.85966667,8.865,1.451833333,1.913166667,1.337,32.83333333,38.0,45.33333333,38.55566667,116.571044921875
Scan001_093,0.908,0.053,-0.0008456,-1.29e-07,113494.125,13426.93563,70.74625,0.428625,0.875,11.25,67.25,26.625,76.25,18.875,81.125,38.23575,52.090875,49.107375,38.23575,52.090875,49.107375,41.26475,27.4985,20.309,3.918,-33.31725,24.116,1.594375,2.15675,1.3565,35.75,50.375,41.5,32.12475,93.29007720947266
Scan001_094,0.742,0.061,-0.0004342,-5.15e-06,67598.63636,9750.630818,61.04554545,0.372818182,0.454545455,36.0,78.54545455,23.45454545,75.0,44.81818182,96.54545455,56.17163636,49.74981818,69.11209091,56.17163636,49.74981818,69.11209091,34.37736364,21.227,16.62781818,11.07563636,27.79409091,-42.556,1.584090909,2.158727273,1.379636364,55.27272727,50.54545455,64.54545455,23.75763636,43.03261184692383
Scan001_097,0.767,0.072,-0.0001782,-2.41e-05,59051.53846,9035.139538,66.39930769,0.279076923,-0.769230769,8.076923077,52.07692308,40.46153846,84.23076923,33.53846154,75.53846154,29.23069231,63.09538462,55.69584615,29.23069231,63.09538462,55.69584615,30.03353846,18.77130769,14.29907692,-26.22953846,2.515769231,-19.87676923,1.843153846,2.336923077,1.294153846,34.07692308,63.92307692,55.53846154,18.79476923,17.957609176635742
Scan001_099,0.807,0.059,-0.0007752,-3.99e-06,100954.0,13488.77263,74.21625,0.318,0.625,33.625,87.0,25.75,83.5,18.0,77.5,60.382375,54.724125,49.00525,60.382375,54.724125,49.00525,42.652625,27.28475,16.905875,44.7875,10.64375,-39.735625,1.61675,2.7145,1.6925,55.875,51.875,54.375,24.750125,64.67816925048828
Scan001_101,0.836,0.058,-0.0008693,-3.87e-07,104508.5,13749.68163,75.812375,0.38675,0.75,19.75,79.75,26.375,85.625,16.125,77.5,49.4775,54.6585,47.671125,49.4775,54.6585,47.671125,42.692,27.817625,21.6,-4.857,0.744125,26.953625,1.565125,2.077375,1.302375,50.875,55.0,49.5,30.916625,57.79693222045898
Scan001_102,0.796,0.051,-0.0005894,1.29e-07,113709.7143,13894.94614,73.99357143,0.386428571,0.857142857,15.0,74.0,24.28571429,86.42857143,8.857142857,67.57142857,43.49242857,52.23071429,36.49514286,43.49242857,52.23071429,36.49514286,44.72885714,30.22757143,19.56542857,-18.767,28.57128571,-28.81428571,1.585285714,2.766857143,1.708142857,38.85714286,48.28571429,39.14285714,29.52385714,47.32395553588867
Scan001_105,0.981,0.037,-0.0003368,2.58e-07,196151.2,18627.5222,78.674,0.3752,1.0,5.6,83.6,5.6,58.4,4.8,52.8,45.5282,33.2002,27.0684,45.5282,33.2002,27.0684,53.3428,36.0634,18.93,21.7012,1.61696776,-7.0612,1.6332,4.277,2.6142,27.0,25.8,36.2,31.7336,81.72036743164062
Scan001_106,0.88,0.025,-0.0002252,1.93e-06,439472.0,35759.994,104.5755,0.457,1.0,19.0,84.5,0.0,100.0,0.0,100.0,55.873,46.425,44.835,55.873,46.425,44.835,66.7835,56.826,31.7915,-88.263,-28.1125,3.213,1.1915,2.2555,1.8525,49.5,17.5,23.0,54.6665,118.2207489013672
Scan001_108,0.645,0.061,-0.0002614,-2.07e-05,80204.5,11547.7355,76.259875,0.285625,-1.5,22.5,70.75,34.75,81.75,23.375,65.25,46.3275,58.119375,43.0565,46.3275,58.119375,43.0565,29.65325,23.609625,14.48425,4.48475,9.527375,35.1375,1.273125,2.59075,1.996,43.0,53.375,42.125,18.208375,41.23367691040039
Scan001_111,0.91,0.04,-0.0007412,-2.83e-06,182000.4,18769.4226,89.0896,0.3658,0.8,38.8,95.2,5.4,75.0,12.2,90.2,68.6572,41.323,56.154,68.6572,41.323,56.154,50.693,35.163,21.8288,-6.7208,14.1392,16.8242,1.4716,2.717,1.8146,61.6,47.0,69.4,33.9336,89.1895751953125
Scan001_112,0.983,0.034,-0.001,-4.38e-06,327515.6667,31760.22133,114.061,0.315666667,-0.333333333,1.0,95.66666667,0.0,100.0,0.666666667,73.66666667,46.22066667,50.84466667,38.94566667,46.22066667,50.84466667,38.94566667,66.213,50.619,29.09833333,54.29266667,19.05133333,1.238,1.345333333,3.148666667,2.179333333,33.0,37.33333333,51.66666667,50.55566667,129.6
Scan001_115,0.79,0.052,-0.0003045,-2.06e-06,88089.88889,11501.26767,66.10022222,0.425666667,0.555555556,13.22222222,64.77777778,9.777777778,63.0,17.22222222,68.55555556,39.36266667,35.856,42.97511111,39.36266667,35.856,42.97511111,36.68388889,25.70233333,18.24955556,0.050888889,-4.868555556,39.65833333,1.459444444,2.105444444,1.503666667,39.44444444,32.11111111,39.88888889,29.51855556,53.12130737304688
Scan001_118,0.684,0.058,-0.0003687,-1.29e-06,62306.36364,9101.106818,53.36990909,0.388818182,0.636363636,36.90909091,84.63636364,31.63636364,76.63636364,17.27272727,63.63636364,59.37336364,54.80127273,38.82309091,59.37336364,54.80127273,38.82309091,31.03281818,21.84872727,16.10772727,-1.273363636,0.628727273,7.921363636,1.460454545,2.216545455,1.486090909,56.18181818,55.45454545,32.81818182,20.84854545,34.868412017822266
Scan001_120,0.589,0.051,-0.000255,-6.18e-06,65279.77778,9123.429,59.09066667,0.352666667,0.333333333,47.44444444,88.88888889,33.44444444,82.77777778,28.88888889,75.44444444,68.44344444,58.85988889,48.93888889,68.44344444,58.85988889,48.93888889,32.25888889,21.57744444,14.90588889,-1.740333333,1.231555556,-28.68522222,1.650555556,3.076222222,1.689777778,67.11111111,58.0,42.88888889,18.62955556,60.52154159545898
Scan002_001,0.797,0.075,-0.001,-3.41e-06,151728.6905,20262.19552,100.9095238,0.27747619,-0.023809524,73.02380952,151.0,62.54761905,135.047619,62.07142857,136.1666667,112.507381,99.2877381,99.34559524,112.507381,99.2877381,99.34559524,46.47411905,33.76935714,23.58261905,-0.450738095,-1.971238095,15.59945238,1.420666667,2.090571429,1.485666667,113.7142857,99.42857143,97.80952381,24.44440476,83.0
Scan002_002,0.765,0.079,-0.001,-4.77e-06,115494.0755,16534.49591,86.06324528,0.285264151,-0.018867925,77.22641509,143.9811321,59.26415094,127.1698113,67.0,131.4528302,111.4704717,93.91330189,99.55211321,111.4704717,93.91330189,99.55211321,41.29118868,29.85935849,21.16815094,-0.342132075,12.56013208,-19.15307547,1.424867925,2.147811321,1.526320755,111.5471698,92.98113208,98.09433962,21.13201887,82.09648132324219
Scan002_005,0.77,0.083,-0.001,1.57e-06,110106.0,16375.87823,89.07303571,0.281160714,0.821428571,58.69642857,128.8214286,75.33928571,143.3035714,66.92857143,133.3928571,93.79208929,108.8638929,99.94108929,93.79208929,108.8638929,99.94108929,42.30082143,30.284,21.44726786,2.023017857,-4.55175,-3.858446429,1.428214286,2.101767857,1.470553571,92.64285714,109.1964286,99.32142857,21.24401786,73.61888122558594
Scan002_006,0.784,0.081,-0.001,-4.43e-06,110017.9123,15868.14191,85.45436842,0.299087719,0.0,77.40350877,144.6491228,61.49122807,126.3859649,66.14035088,133.7719298,111.0440702,93.92419298,99.67361404,111.0440702,93.92419298,99.67361404,40.79480702,29.39473684,21.74685965,2.261298246,0.074350877,0.264105263,1.404017544,1.990491228,1.416350877,108.8245614,90.96491228,98.68421053,21.58478947,74.77386474609375
Scan002_008,0.779,0.09,-0.002,-5.58e-06,100540.871,15696.08077,87.65795161,0.256693548,-0.048387097,64.64516129,129.5322581,69.30645161,133.4354839,62.53225806,129.0322581,97.63329032,101.1410968,95.6538871,97.63329032,101.1410968,95.6538871,41.22083871,28.82937097,19.85206452,-3.738870968,0.612306452,10.99793548,1.468774194,2.255548387,1.543725806,96.37096774,101.2258065,95.61290323,19.68820968,75.4583511352539
Scan002_011,0.771,0.081,-0.001,-3.78e-06,108285.5088,15843.96956,84.75977193,0.288719298,-0.087719298,67.40350877,135.7192982,69.0877193,134.8070175,65.64912281,131.7017544,102.4373684,102.2585965,98.34805263,102.4373684,102.2585965,98.34805263,41.29270175,29.20759649,20.71792982,4.806192982,-0.197350877,-1.92122807,1.427964912,2.077578947,1.453491228,102.5087719,101.6140351,97.10526316,20.85380702,71.82695007324219
Scan002_012,0.776,0.092,-0.002,-8.57e-06,87422.76056,14096.33552,83.28026761,0.268915493,-0.183098592,68.76056338,132.9859155,62.05633803,126.4225352,70.30985915,135.2816901,101.1750282,93.46669014,102.8407606,101.1750282,93.46669014,102.8407606,40.07635211,27.58816901,19.97407042,5.880112676,-7.956070423,6.862859155,1.495140845,2.129760563,1.436169014,101.2816901,93.33802817,100.8169014,20.03757746,84.90948486328125
Scan002_015,0.763,0.093,-0.002,-1.14e-05,80330.63158,13258.37899,76.88844737,0.280026316,-0.618421053,70.14473684,132.2894737,71.0,130.1184211,59.93421053,122.2368421,101.0530921,99.68331579,90.64603947,101.0530921,99.68331579,90.64603947,37.38138158,26.32521053,19.46514474,1.342789474,-0.925921053,-3.342368421,1.439552632,2.020881579,1.402263158,102.0526316,99.06578947,87.80263158,18.45614474,72.52794647216797
Scan002_016,0.779,0.082,-0.001,-9.71e-06,109383.3684,15963.24856,88.114,0.267263158,-0.789473684,72.07017544,139.3333333,58.98245614,122.7719298,78.26315789,142.4736842,106.636193,90.77005263,110.961807,106.636193,90.77005263,110.961807,40.48415789,29.20759649,20.06605263,-5.218421053,-2.408421053,13.90038596,1.444666667,2.208964912,1.552280702,104.5263158,91.35087719,110.7192982,20.90636842,86.09886932373047
Scan002_018,0.769,0.092,-0.002,-5.23e-06,89189.69565,14554.02962,82.25646377,0.269594203,-0.115942029,67.01449275,133.173913,72.07246377,136.5072464,66.28985507,130.4057971,100.2514203,104.3045797,98.05746377,100.2514203,104.3045797,98.05746377,39.85827536,27.63952174,20.09143478,-1.102376812,-2.682057971,10.36021739,1.473536232,2.049811594,1.403275362,98.86956522,104.2318841,98.02898551,19.70052174,70.11911010742188
Scan002_020,0.755,0.093,-0.002,-1.23e-05,86297.28571,14224.64107,83.90187143,0.273214286,-0.8,66.04285714,130.0,69.62857143,134.6857143,63.35714286,127.6571429,98.00992857,102.0644286,96.01498571,98.00992857,102.0644286,96.01498571,39.64008571,27.75434286,20.49752857,9.549228571,0.543571429,10.02338571,1.4538,2.0318,1.394957143,96.54285714,101.3714286,94.65714286,19.12381429,76.03317260742188
Scan002_023,0.776,0.087,-0.002,-5.3e-06,101842.7541,15616.62308,84.90903279,0.267,0.032786885,75.57377049,141.4098361,56.86885246,123.5409836,63.45901639,127.7868852,108.6487869,89.90311475,95.02921311,108.6487869,89.90311475,95.02921311,41.34595082,28.15981967,20.17262295,-5.06,-4.342278689,9.754196721,1.509016393,2.158557377,1.440327869,109.3114754,87.95081967,95.68852459,20.00547541,80.76945495605469
Scan002_024,0.76,0.09,-0.002,-7.57e-06,90759.64179,14656.36615,85.34328358,0.262447761,-0.149253731,61.95522388,128.5074627,62.29850746,126.4328358,71.1641791,135.641791,94.92483582,93.80141791,103.4845373,94.92483582,93.80141791,103.4845373,40.08864179,28.44613433,19.94161194,-7.910253731,5.799164179,-3.409089552,1.438701493,2.164134328,1.509850746,92.49253731,91.0,101.4029851,19.52237313,86.30783081054688
Scan003_001,0.914,0.034,-0.0003203,-1.77e-05,243651.5,16195.83763,51.33483333,0.3199,-4.366666667,84.13333333,131.6,31.03333333,79.3,106.0,156.5333333,108.8114333,52.79016667,131.2792,108.8114333,52.79016667,131.2792,32.3628,23.40953333,15.6114,-10.51373333,-2.520033333,43.66733333,1.5201,2.324933333,1.5554,107.1,50.96666667,128.3,20.00003333,67.45774841308594
