SampleName,VolumeDensity,SurfaceAreaDensity,MeanBreadthDensity,EulerNumberDensity,Volume,SurfaceArea,MeanBreadth,Sphericity,EulerNumber,Box.X.Min,Box.X.Max,Box.Y.Min,Box.Y.Max,Box.Z.Min,Box.Z.Max,Centroid.X,Centroid.Y,Centroid.Z,Elli.Center.X,Elli.Center.Y,Elli.Center.Z,Elli.R1,Elli.R2,Elli.R3,Elli.Azim,Elli.Elev,Elli.Roll,Elli.R1/R2,Elli.R1/R3,Elli.R2/R3,InscrBall.Center.X,InscrBall.Center.Y,InscrBall.Center.Z,InscrBall.Radius, Yield Stress 
Scan006_052,0.892,0.078,-0.001,-1.21e-05,127435.7321,15767.62629,83.73441071,0.319410714,-0.857142857,59.07142857,124.8392857,71.26785714,134.9107143,70.01785714,133.5892857,92.08944643,102.2178393,102.7410179,92.08944643,102.2178393,102.7410179,40.75680357,29.02419643,19.42653571,18.61455357,-1.376089286,11.10967857,1.454839286,2.382625,1.626642857,91.33928571,101.1071429,102.0892857,21.49994643,95.60221099853516
Scan006_055,0.886,0.08,-0.001,-1.21e-05,136364.9423,17567.1199,89.30686538,0.30225,-1.057692308,62.59615385,131.1923077,78.40384615,145.0961538,63.96153846,131.9807692,96.49484615,112.0113846,97.16115385,96.49484615,112.0113846,97.16115385,43.28325,30.82680769,21.05115385,3.130288462,6.391615385,-4.849346154,1.456230769,2.304230769,1.585403846,92.82692308,111.3461538,95.42307692,22.6475,88.5667495727539
Scan006_056,0.869,0.09,-0.001,-7.77e-06,95213.28767,13551.67673,77.06049315,0.342328767,-0.164383562,63.24657534,123.6712329,65.2739726,127.3424658,65.21917808,127.0684932,93.58254795,96.59332877,96.11321918,93.58254795,96.59332877,96.11321918,37.69719178,27.01930137,19.54764384,-8.45590411,1.907287671,-20.15680822,1.44469863,2.069315068,1.435109589,94.52054795,95.78082192,94.65753425,20.11868493,95.4096908569336
Scan006_058,0.856,0.087,-0.001,-1.31e-05,107038.0781,15070.52834,83.45529688,0.310546875,-0.96875,68.40625,133.984375,68.875,135.75,61.6875,125.046875,100.8385781,101.9260313,92.68796875,100.8385781,101.9260313,92.68796875,40.60220313,29.1835,20.3743125,0.67134375,-3.339890625,-0.095484375,1.4373125,2.262234375,1.580609375,100.421875,100.75,90.609375,21.39059375,78.23123168945312
Scan006_060,0.851,0.083,-0.001,-1.23e-05,100165.5588,13708.43391,78.61313235,0.305191176,-0.691176471,64.77941176,124.0441176,53.52941176,115.0588235,64.08823529,123.7794118,95.27604412,83.62577941,93.96211765,95.27604412,83.62577941,93.96211765,38.02348529,26.63858824,18.11267647,0.081941176,1.489294118,-0.786,1.446441176,2.284985294,1.587823529,95.66176471,81.63235294,92.92647059,19.44613235,81.05821990966797
Scan006_063,0.934,0.072,-0.002,-8.23e-06,162378.8913,18840.44057,89.104,0.307565217,-0.652173913,68.34782609,137.3478261,66.39130435,131.9782609,57.39130435,128.5869565,102.6508913,100.0181522,92.55563043,102.6508913,100.0181522,92.55563043,46.39352174,30.61713043,20.72723913,-9.647673913,-1.030391304,6.748021739,1.5675,2.499478261,1.575456522,101.7391304,100.3913043,89.63043478,23.39136957,103.59651947021484
Scan006_064,0.901,0.087,-0.002,-1.13e-05,112613.9063,15445.99988,84.74070313,0.324390625,-0.65625,72.484375,136.140625,66.5,132.265625,68.5625,132.40625,104.2437969,99.21596875,100.4273438,104.2437969,99.21596875,100.4273438,40.56704687,28.77540625,20.47101563,-2.155234375,-2.43521875,-1.421015625,1.432234375,2.1195,1.475265625,103.921875,97.78125,98.953125,21.43229688,98.00373840332033
Scan006_067,0.858,0.085,-0.001,-1.12e-05,99458.6087,13831.31713,79.01630435,0.336565217,-0.623188406,86.1884058,147.7681159,69.68115942,132.7826087,54.50724638,113.6811594,117.2611884,101.264942,84.4224058,117.2611884,101.264942,84.4224058,37.84450725,26.76675362,19.58753623,-5.518478261,1.159478261,-0.625753623,1.454710145,2.094144928,1.444594203,117.2463768,101.0434783,81.53623188,20.29472464,91.71495056152344
Scan006_069,0.891,0.089,-0.002,-1.86e-05,103269.9855,14296.95474,81.02275362,0.296710145,-1.275362319,67.46376812,127.5362319,60.24637681,121.3768116,64.46376812,124.9855072,97.17628986,91.20137681,94.27234783,97.17628986,91.20137681,94.27234783,37.94578261,26.40966667,18.56513043,-4.042144928,-0.492086957,-1.003057971,1.554043478,2.287057971,1.482072464,96.2173913,91.28985507,93.15942029,19.52657971,102.33910369873048
Scan006_070,0.865,0.096,-0.001,-1.3e-05,85445.80247,12898.90905,78.41167901,0.304358025,-0.62962963,80.44444444,141.9876543,77.24691358,137.0493827,79.79012346,138.6049383,111.8428642,107.4952963,108.5237284,111.8428642,107.4952963,108.5237284,38.54044444,26.05039506,18.05993827,4.751962963,0.184641975,-3.898358025,1.557469136,2.364012346,1.51982716,111.8765432,106.4567901,106.3703704,18.93003704,83.16642761230469
Scan006_073,0.861,0.089,-0.001,-8.95e-06,91901.24,13107.80808,77.56542667,0.32448,-0.28,73.82666667,134.24,68.54666667,130.12,76.96,137.48,103.3712533,99.72957333,107.6113867,103.3712533,99.72957333,107.6113867,38.31752,26.42777333,18.89169333,1.684266667,-1.8822,-4.971986667,1.482013333,2.21636,1.503013333,101.96,98.4,106.4,20.31105333,87.18683624267578
Scan006_074,0.838,0.09,-0.0009756,-6.93e-06,84856.12658,12270.56001,74.94201266,0.33856962,-0.075949367,72.64556962,130.2405063,73.44303797,133.7848101,79.02531646,136.8734177,101.7584177,103.0687468,107.3053797,101.7584177,103.0687468,107.3053797,37.48631646,25.69339241,18.36924051,-1.467962025,-1.146240506,-9.445139241,1.517278481,2.253405063,1.494392405,99.02531646,102.7594937,105.2278481,19.00420253,79.4947509765625
Scan006_077,0.825,0.093,-0.001,-1.19e-05,83611.24051,12735.38768,79.21111392,0.329810127,-0.582278481,72.02531646,135.4683544,74.63291139,135.6962025,78.35443038,137.2151899,103.5110253,105.4293418,107.9801392,103.5110253,105.4293418,107.9801392,37.53991139,26.91335443,19.3585443,9.753417722,-4.221582278,-11.59965823,1.420177215,2.097088608,1.492860759,101.5189873,105.278481,107.721519,19.98732911,72.6634521484375
Scan006_079,0.887,0.08,-0.001,-1.16e-05,114500.0806,14606.97223,80.85377419,0.33216129,-0.806451613,68.0,128.8548387,74.79032258,134.2903226,80.80645161,141.483871,97.36343548,105.0891774,111.6087258,97.36343548,105.0891774,111.6087258,39.24832258,26.78012903,18.61185484,-5.517435484,6.743854839,-22.04054839,1.495177419,2.234983871,1.503403226,96.75806452,105.2258065,109.8709677,21.16132258,86.69977569580078
Scan006_080,0.873,0.08,-0.001,-9.33e-06,122496.4386,15728.63554,83.75242105,0.317350877,-0.631578947,65.12280702,127.6315789,75.12280702,141.245614,71.0,131.9824561,96.00126316,108.4019649,101.2008772,96.00126316,108.4019649,101.2008772,39.74222807,28.25957895,20.1,11.14603509,9.236929825,-8.141157895,1.469666667,2.116561404,1.442350877,95.52631579,107.9649123,100.0877193,21.7134386,75.39193725585938
Scan007_001,0.634,0.042,9.42e-06,1.21e-06,158533.8438,15218.16266,70.13540625,0.5188125,1.0,61.0,121.96875,74.40625,139.03125,67.84375,131.875,91.36865625,106.72225,100.4923438,91.36865625,106.72225,100.4923438,40.190125,33.86028125,21.86025,16.2461875,6.7006875,10.19546875,1.346625,2.54834375,1.89759375,90.59375,106.5625,98.96875,31.92721875,22.33358764648437
Scan007_002,0.657,0.044,8.83e-06,1.08e-06,159235.697,15100.71188,71.40806061,0.508393939,0.96969697,67.57575758,134.3333333,76.54545455,139.030303,60.3030303,124.6666667,101.040697,108.1609091,93.04821212,101.040697,108.1609091,93.04821212,40.64309091,34.10812121,22.25366667,-2.051878788,1.649666667,-2.904484848,1.307909091,2.626878788,2.084424242,99.36363636,107.1212121,92.03030303,31.51512121,26.169124603271484
Scan007_003,0.676,0.044,-1.64e-05,1.25e-06,163790.3333,15158.05258,70.28793939,0.539636364,0.939393939,57.60606061,120.030303,64.51515152,129.6363636,72.90909091,137.1515152,89.11848485,97.24560606,105.1459394,89.11848485,97.24560606,105.1459394,39.58275758,35.11287879,22.3240303,15.30139394,-1.167181818,-7.718545455,1.201878788,2.431666667,2.030757576,89.12121212,95.90909091,104.0,31.18175758,29.040088653564453
Scan007_004,0.661,0.043,7.55e-06,2.86e-07,160233.4848,15154.38088,71.26324242,0.537424242,0.818181818,68.42424242,130.0909091,59.57575758,123.5454545,72.54545455,137.6060606,99.08266667,91.19987879,105.4861212,99.08266667,91.19987879,105.4861212,40.0879697,34.48287879,22.34769697,3.468727273,10.59906204,3.555878788,1.24730303,2.326787879,1.886515152,98.48484848,88.90909091,104.5757576,32.37372727,22.53026390075684
Scan007_005,0.687,0.044,-1.73e-05,1.33e-06,177202.7419,16320.66235,72.94490323,0.573419355,1.0,70.32258065,134.4516129,59.64516129,126.4193548,61.83870968,127.8709677,102.9958065,93.05812903,95.62490323,102.9958065,93.05812903,95.62490323,40.387,36.21125806,23.89203226,-20.01674194,-5.532645161,0.695612903,1.280612903,2.364516129,1.814612903,103.7741935,90.67741935,95.4516129,34.65580645,31.98989486694336
Scan007_006,0.634,0.042,1.01e-05,1.36e-06,158625.875,15206.547,70.450625,0.488,1.0,63.9375,126.78125,61.75,128.125,66.84375,129.3125,95.168875,95.01115625,98.26684375,95.168875,95.01115625,98.26684375,40.638125,34.5705,21.06184375,-14.577,6.108875,0.839625,1.363375,2.61190625,1.94334375,93.4375,93.96875,97.5,31.86459375,23.205591201782227
Scan007_008,0.656,0.04,-2.54e-06,1.11e-06,187439.75,16722.89032,74.57289286,0.58925,1.0,69.03571429,137.0714286,65.03571429,132.25,63.53571429,130.9285714,103.3828929,98.77103571,97.07582143,103.3828929,98.77103571,97.07582143,42.69735714,36.15,25.18107143,12.58846429,-24.80960714,13.53789286,1.255071429,2.181571429,1.729035714,102.5,97.64285714,96.0,36.58339286,15.45625114440918
Scan007_009,0.669,0.046,2.18e-06,2.05e-06,144694.6486,14062.03895,67.46372973,0.511108108,1.054054054,65.48648649,125.5945946,75.08108108,137.1621622,73.2972973,135.3243243,95.63043243,106.8014324,104.3692703,95.63043243,106.8014324,104.3692703,38.48789189,33.40156757,20.71318919,8.199648649,3.804081081,-4.828,1.340540541,2.550675676,2.021621622,94.0,106.2702703,104.4594595,29.98208108,22.177709579467773
Scan007_010,0.682,0.043,8.61e-06,1.14e-06,155785.2286,13997.7806,67.05914286,0.481971429,1.0,78.45714286,136.8571429,72.94285714,132.9142857,72.8,133.6,107.7411429,103.6284571,102.2119714,107.7411429,103.6284571,102.2119714,38.22414286,31.62762857,20.27477143,1.380657143,11.22957143,-15.69162857,1.522828571,3.150971429,2.157257143,107.6857143,104.0285714,100.6857143,28.94285714,28.86323356628418
Scan007_107,0.657,0.042,4.32e-06,1.36e-06,159514.0303,14951.06042,70.08084848,0.537636364,0.96969697,66.90909091,131.8181818,70.63636364,133.3333333,73.78787879,137.4242424,99.3869697,102.119303,105.7029697,99.3869697,102.119303,105.7029697,40.23518182,35.25448485,21.93706061,-0.61069697,3.219727273,-30.13869697,1.215363636,2.583909091,2.103151515,98.36363636,101.0909091,104.5757576,32.68690909,28.45084953308105
Scan008_001,0.571,0.073,-0.0007482,-2.38e-06,84045.21739,15025.89691,78.67356522,0.216608696,0.47826087,48.65217391,111.4347826,51.08695652,108.3478261,51.91304348,117.3478261,80.19526087,78.47630435,84.44917391,80.19526087,78.47630435,84.44917391,37.04413043,26.67234783,20.30513043,-12.3496087,5.786086957,-18.3956087,1.457173913,1.966391304,1.369130435,78.7826087,74.26086957,83.39130435,19.27534783,48.16359329223633
Scan008_002,0.524,0.073,-0.0007851,-3.82e-06,70841.28,13292.99024,77.95964,0.23708,0.16,46.24,106.0,57.4,112.6,36.4,101.48,74.8514,85.89272,66.16108,74.8514,85.89272,66.16108,38.18,24.85628,17.83836,-13.61628,-1.48404,-24.5886,1.51692,2.1956,1.44572,73.12,84.56,64.24,17.33332,42.82842254638672
Scan008_003,0.564,0.078,-0.0009397,2.23e-06,61690.67742,11891.50339,73.09487097,0.229096774,1.0,49.67741935,112.2903226,45.93548387,102.4516129,47.12903226,106.6774194,82.79009677,74.14958065,77.32387097,82.79009677,74.14958065,77.32387097,36.8573871,25.85325806,16.73335484,-0.398548387,-0.195225806,32.47245161,1.44416129,2.295612903,1.608483871,86.25806452,72.74193548,74.96774194,16.69887097,53.32290649414063
Scan008_004,0.538,0.075,-0.0008029,-4.04e-06,65120.53571,12535.46075,77.35028571,0.226107143,0.25,41.28571429,99.03571429,41.75,104.3571429,56.32142857,117.6071429,68.5265,72.61857143,87.52017857,68.5265,72.61857143,87.52017857,37.77714286,25.60521429,18.82364286,7.443107143,-5.721357143,-44.30396429,1.504714286,2.142857143,1.441892857,67.78571429,75.35714286,86.5,17.26189286,59.55021667480469
Scan008_005,0.591,0.084,-0.001,7.94e-07,57010.85714,10911.88123,73.86471429,0.248742857,0.742857143,42.82857143,101.9142857,42.42857143,98.42857143,45.97142857,103.8857143,72.84454286,70.11328571,75.34131429,72.84454286,70.11328571,75.34131429,35.19731429,24.62771429,17.36322857,6.241485714,4.478742857,3.252485714,1.463371429,2.129542857,1.452142857,72.71428571,67.8,75.05714286,17.54285714,57.66909408569336
Scan008_006,0.538,0.076,-0.0008528,-3.63e-06,65033.14286,12541.32814,77.58771429,0.221428571,0.321428571,46.17857143,105.0357143,42.89285714,106.5714286,43.96428571,103.1785714,74.9285,74.80907143,72.21771429,74.9285,74.80907143,72.21771429,37.9165,25.27867857,16.99282143,-8.045607143,-0.633678571,-8.40875,1.506821429,2.310214286,1.549321429,73.14285714,72.42857143,67.53571429,16.74996429,53.64892578125
Scan008_007,0.558,0.071,-0.0007433,-1.17e-06,72468.38462,12675.07846,71.75892308,0.261961538,0.461538462,47.65384615,102.5384615,38.15384615,98.73076923,36.38461538,93.76923077,75.59961538,67.84857692,65.62634615,75.59961538,67.84857692,65.62634615,38.08446154,23.98815385,17.95934615,8.929076923,2.714,-19.33773077,1.594269231,2.229153846,1.406307692,74.69230769,68.11538462,61.57692308,17.74361538,40.30035781860352
Scan008_008,0.504,0.074,-0.0008087,3.59e-06,48674.82857,9756.730029,67.96837143,0.255514286,0.828571429,45.28571429,98.02857143,43.97142857,96.31428571,46.28571429,100.2857143,71.42188571,69.79674286,73.05571429,71.42188571,69.79674286,73.05571429,35.19274286,22.0628,16.03648571,8.501142857,13.82808571,-9.0154,1.635114286,2.3874,1.429914286,71.08571429,69.74285714,72.31428571,15.98091429,40.62145233154297
Scan008_009,0.534,0.069,-0.0006883,-5.29e-07,66863.14815,11733.60507,67.99562963,0.25937037,0.481481481,46.51851852,102.7037037,51.03703704,105.2222222,44.66666667,98.85185185,75.27703704,79.35185185,71.49292593,75.27703704,79.35185185,71.49292593,36.27196296,23.72185185,15.95811111,14.69911111,13.26118519,-17.42611111,1.580148148,2.369962963,1.515851852,74.88888889,77.25925926,71.55555556,16.91348148,33.117950439453125
Scan008_010,0.59,0.076,-0.0008348,-1.32e-06,70922.82143,12189.34825,72.99460714,0.269821429,0.321428571,40.64285714,95.5,47.35714286,104.6071429,44.42857143,104.2142857,68.31189286,75.45021429,74.96860714,68.31189286,75.45021429,74.96860714,35.30721429,25.3375,18.05396429,21.382,-8.202821429,25.825,1.428321429,2.015857143,1.419285714,67.35714286,74.32142857,76.78571429,16.95246429,64.0580825805664
Scan008_011,0.59,0.084,-0.0009099,-3.44e-06,68738.24138,13131.54062,81.02944828,0.240275862,0.206896552,52.68965517,112.6896552,38.5862069,101.862069,39.79310345,102.6896552,83.16851724,69.44527586,71.7847931,83.16851724,69.44527586,71.7847931,37.84144828,26.18662069,19.41093103,-0.761,-7.302137931,-10.09189655,1.461137931,1.984724138,1.371689655,82.55172414,67.06896552,71.55172414,17.43682759,59.09038162231445
Scan008_012,0.491,0.075,-0.0006496,-1.74e-06,48833.17647,9825.622912,64.96638235,0.255441176,0.588235294,51.67647059,106.7352941,45.5,97.32352941,43.44117647,93.61764706,78.55052941,71.34217647,68.03035294,78.55052941,71.34217647,68.03035294,33.82552941,21.91305882,15.71888235,14.42985294,-9.492382353,6.980941176,1.588852941,2.278382353,1.436941176,78.67647059,71.38235294,67.52941176,15.11770588,38.66014862060547
Scan008_013,0.617,0.082,-0.0009465,-5.78e-06,76935.18519,13667.91959,75.62803704,0.232814815,-0.037037037,47.25925926,109.1481481,40.81481481,101.037037,43.85185185,104.5925926,77.62255556,71.1952963,75.40296296,77.62255556,71.1952963,75.40296296,36.85337037,27.53822222,19.34122222,1.769592593,-13.66218519,14.08451852,1.350296296,2.026814815,1.506592593,79.18518519,69.44444444,77.18518519,18.34566667,55.87031936645508
Scan008_014,0.489,0.067,-0.0006369,3.48e-06,61092.59259,11177.23256,66.91537037,0.252407407,1.037037037,48.85185185,105.2222222,54.03703704,106.6666667,46.40740741,101.4814815,77.97207407,80.48081481,73.78603704,77.97207407,80.48081481,73.78603704,33.96874074,24.28859259,17.11240741,12.51107407,1.92037037,-9.108296296,1.454037037,2.137666667,1.478148148,78.88888889,80.03703704,73.33333333,16.03703704,32.78776168823242
Scan008_015,0.511,0.066,-0.0006188,6.31e-06,66390.88462,11605.79762,68.07996154,0.265615385,1.192307692,47.5,103.9615385,47.46153846,104.9230769,32.03846154,84.19230769,77.22196154,77.0295,57.55526923,77.22196154,77.0295,57.55526923,34.84592308,24.42511538,17.62980769,1.32,-7.963730769,14.63619231,1.524538462,2.212076923,1.474038462,77.65384615,76.38461538,56.03846154,16.57696154,45.868595123291016
Scan008_016,0.58,0.081,-0.0008586,5.25e-06,57690.70588,11004.80079,71.44194118,0.239941176,1.0,42.61764706,95.05882353,53.5,112.6176471,30.41176471,86.5,68.38855882,83.24741176,57.74055882,68.38855882,83.24741176,57.74055882,34.235,24.36729412,16.57797059,-6.617029412,-0.236470588,34.82564706,1.430794118,2.178617647,1.522441176,65.05882353,84.5,55.41176471,16.72544118,51.584590911865234
Scan008_017,0.517,0.068,-0.0007631,6.05e-07,56242.41935,10038.01558,63.94545161,0.278193548,0.741935484,49.06451613,102.9354839,51.06451613,101.8709677,38.87096774,89.32258065,75.47670968,76.38822581,64.15274194,75.47670968,76.38822581,64.15274194,31.04729032,22.82122581,16.51822581,-18.44916129,1.025612903,11.53890323,1.399612903,1.984645161,1.436677419,73.87096774,75.0,62.25806452,16.11832258,38.60276412963867
Scan008_018,0.595,0.071,-0.0009651,7.22e-06,95341.95238,15325.14386,75.09285714,0.243285714,1.952380952,38.28571429,104.4761905,39.85714286,105.047619,39.0,102.0952381,72.69204762,71.77833333,70.82742857,72.69204762,71.77833333,70.82742857,40.66885714,28.30828571,20.33761905,-0.385142857,-17.31033333,17.41314286,1.499666667,2.191095238,1.457142857,72.71428571,69.66666667,69.47619048,19.25390476,73.36498260498047
Scan008_019,0.513,0.067,-0.0007224,5.18e-06,78694.18182,13834.56841,79.36368182,0.246318182,1.363636364,56.77272727,117.2272727,45.04545455,108.6818182,49.86363636,113.7727273,88.09231818,76.61872727,83.092,88.09231818,76.61872727,83.092,39.332,27.85227273,18.77590909,-7.989272727,1.908727273,-9.873181818,1.430272727,2.202272727,1.544863636,88.22727273,77.31818182,80.36363636,17.13640909,34.46421813964844
Scan008_020,0.546,0.065,-0.0007819,4.84e-06,102034.6111,16452.17156,82.47044444,0.232777778,1.166666667,39.72222222,104.8888889,46.61111111,116.6666667,51.61111111,121.6666667,71.76405556,81.25666667,86.71161111,71.76405556,81.25666667,86.71161111,43.86761111,28.34977778,20.69338889,17.96577778,-7.098888889,-5.5325,1.607722222,2.208055556,1.406555556,71.61111111,80.66666667,86.61111111,18.70361111,65.61412811279297
Scan008_021,0.513,0.07,-0.000671,2.12e-06,57977.33333,11111.66627,71.18353333,0.2271,0.866666667,36.6,91.4,49.4,104.9333333,45.03333333,102.3,63.0698,77.1203,73.40923333,63.0698,77.1203,73.40923333,35.87663333,24.04976667,16.7796,3.3652,-10.64313333,3.923966667,1.5651,2.354933333,1.4997,61.7,77.13333333,72.23333333,16.84446667,42.94135284423828
Scan008_022,0.599,0.077,-0.000897,-3.17e-06,77625.84615,13327.55773,78.27846154,0.267538462,0.307692308,55.07692308,112.8846154,53.61538462,114.8461538,47.42307692,110.8461538,84.38038462,84.79857692,79.71684615,84.38038462,84.79857692,79.71684615,36.575,25.99219231,19.02611538,-14.31730769,1.873115385,-34.93303846,1.450807692,2.018076923,1.415846154,85.46153846,84.65384615,79.46153846,17.29484615,69.55306243896484
Scan008_023,0.536,0.067,-0.0007488,8.69e-07,78520.04348,13120.19248,71.74373913,0.265043478,0.47826087,34.69565217,93.60869565,40.91304348,103.6086957,34.82608696,93.0,63.16743478,73.00913043,63.07808696,63.16743478,73.00913043,63.07808696,35.8716087,26.40834783,19.19082609,-18.02456522,2.716043478,-25.56217391,1.41073913,2.01726087,1.424217391,60.86956522,74.34782609,60.2173913,17.36226087,38.25203323364258
Scan008_024,0.609,0.079,-0.001,2.12e-06,70833.51724,12460.46745,75.53527586,0.274793103,0.655172414,47.37931034,105.7931034,52.06896552,108.5862069,34.03448276,90.82758621,76.3057931,81.4467931,61.57224138,76.3057931,81.4467931,61.57224138,36.65675862,24.10810345,17.46806897,5.745896552,6.913413793,-4.835275862,1.525,2.159103448,1.437482759,77.03448276,83.37931034,60.72413793,16.89648276,52.92910385131836
Scan008_025,0.561,0.073,-0.0009019,-3.25e-06,60996.93548,10718.60361,68.99203226,0.275774194,0.129032258,44.4516129,99.74193548,41.90322581,97.38709677,55.58064516,109.2258065,71.80783871,69.63606452,83.72503226,71.80783871,69.63606452,83.72503226,35.05580645,23.30841935,16.06570968,-0.74216129,1.035096774,-0.764225806,1.569290323,2.285903226,1.481967742,69.61290323,68.38709677,82.90322581,16.67745161,57.7108154296875
Scan008_026,0.526,0.074,-0.0008404,3.78e-08,61579.10345,12247.09876,74.35151724,0.213344828,0.724137931,44.65517241,109.9310345,41.5862069,97.06896552,46.5862069,104.7931034,78.36772414,70.37231034,76.70534483,78.36772414,70.37231034,76.70534483,37.46641379,25.01513793,17.90155172,12.71513793,-4.503482759,9.780724138,1.508724138,2.249931034,1.484689655,76.72413793,71.20689655,74.68965517,17.49413793,44.64254760742188
Scan008_027,0.56,0.077,-0.0008079,-5.29e-06,70145.07407,13246.74633,80.43303704,0.212333333,-0.148148148,47.25925926,109.037037,49.44444444,105.5555556,33.7037037,101.9259259,78.64525926,77.38511111,71.18748148,78.64525926,77.38511111,71.18748148,38.57266667,25.12362963,18.64540741,2.035111111,5.882666667,-0.396740741,1.570851852,2.211111111,1.415074074,78.44444444,76.11111111,73.74074074,17.61733333,39.29648208618164
Scan008_029,0.608,0.078,-0.0009849,-3.4e-07,85710.54167,15420.75579,86.10141667,0.218041667,0.5,43.5,106.125,41.70833333,105.875,35.58333333,106.2083333,74.42275,73.79070833,72.16708333,74.42275,73.79070833,72.16708333,39.87225,28.93216667,20.09229167,3.65,-15.22225,-10.28908333,1.404583333,2.1015,1.502708333,74.91666667,70.5,70.5,19.40279167,51.37279891967773
Scan008_030,0.591,0.075,-0.0008016,-7.56e-07,86944.08696,15384.14409,88.61473913,0.247173913,0.608695652,33.60869565,99.65217391,51.26086957,118.5652174,45.08695652,112.5652174,64.85573913,85.40526087,79.25165217,64.85573913,85.40526087,79.25165217,41.62391304,28.59778261,20.60395652,-3.886695652,1.73726087,43.96808696,1.459869565,2.090913043,1.426434783,60.73913043,83.95652174,79.47826087,20.11595652,72.7424545288086
Scan008_031,0.559,0.062,-0.0008098,-4.54e-06,86027.54545,13880.33255,74.13013636,0.235727273,0.227272727,32.13636364,93.59090909,53.13636364,117.8636364,56.31818182,117.0454545,62.63022727,81.31827273,91.51927273,62.63022727,81.31827273,91.51927273,39.283,26.64486364,18.1085,-3.801954545,-14.84554545,30.50090909,1.538818182,2.336545455,1.5265,63.86363636,78.0,91.81818182,18.87886364,60.265438079833984
Scan008_032,0.638,0.079,-0.001,3.78e-08,71768.7,12215.06023,70.62846667,0.275233333,0.5,51.0,108.1666667,46.96666667,108.2333333,42.76666667,98.33333333,79.7396,77.65056667,70.73323333,79.7396,77.65056667,70.73323333,36.8258,25.05936667,18.15273333,8.9548,6.655933333,2.5318,1.530033333,2.1476,1.412533333,78.73333333,76.3,68.86666667,18.1444,56.81348037719727
Scan008_033,0.536,0.076,-0.0008103,2.23e-06,60278.43333,11291.59777,70.9573,0.241,0.733333333,41.96666667,99.46666667,49.6,110.8,54.83333333,109.0,70.2304,80.22196667,82.7657,70.2304,80.22196667,82.7657,35.40566667,24.04943333,17.8256,5.723333333,6.697633333,-34.68416667,1.550033333,2.133733333,1.3779,69.46666667,78.96666667,82.3,16.3889,57.554874420166016
Scan008_034,0.585,0.085,-0.0009022,2.19e-06,53361.91892,10298.72695,71.49608108,0.25227027,0.945945946,51.18918919,104.5945946,54.7027027,110.9459459,40.7027027,93.43243243,78.12062162,82.4227027,66.03035135,78.12062162,82.4227027,66.03035135,34.36408108,23.35391892,16.16624324,2.597621622,-10.35586486,22.48494595,1.469891892,2.261945946,1.54127027,77.0,80.7027027,64.40540541,15.72962162,62.07967758178711
Scan008_035,0.479,0.063,-0.0006055,1.89e-07,62376.30769,11364.53492,71.44076923,0.232692308,0.307692308,52.0,103.8846154,42.34615385,105.5,44.84615385,101.0769231,78.44007692,73.78673077,72.28115385,78.44007692,73.78673077,72.28115385,35.92,24.77092308,16.53646154,-4.019576923,-14.04273077,-36.16342308,1.592192308,2.566730769,1.594230769,77.76923077,71.76923077,69.92307692,16.57684615,59.36137390136719
Scan008_036,0.492,0.073,-0.0006151,-1.13e-07,52268.09375,10850.56606,72.378,0.2094375,0.59375,46.5,99.625,45.96875,107.3125,53.78125,108.875,73.50803125,76.5480625,82.137,73.50803125,76.5480625,82.137,35.069125,24.2885,16.7178125,-17.8173125,-6.17465625,18.824375,1.505875,2.2459375,1.51725,74.5,75.4375,81.625,16.68753125,38.20000076293945
Scan008_037,0.523,0.072,-0.0006448,-4.46e-06,57202.96774,10922.87919,69.84209677,0.252290323,0.290322581,47.58064516,105.3548387,50.12903226,102.0645161,40.09677419,92.90322581,76.88641935,77.27480645,66.21225806,76.88641935,77.27480645,66.21225806,34.39658065,24.06190323,16.629,-2.533193548,-2.251064516,10.09203226,1.475322581,2.178290323,1.501548387,76.12903226,77.4516129,63.87096774,16.39790323,29.13678932189941
Scan008_038,0.55,0.076,-0.0008136,7.56e-07,61873.83333,11440.36933,66.05036667,0.2482,0.633333333,50.36666667,106.3,43.1,98.8,50.36666667,103.4666667,78.61566667,71.36803333,77.10026667,78.61566667,71.36803333,77.10026667,36.36326667,23.12743333,16.71703333,5.797,4.1325,13.13056667,1.596066667,2.257233333,1.431633333,76.13333333,71.03333333,76.73333333,15.56673333,56.27729797363281
Scan008_039,0.594,0.078,-0.001,2.31e-06,74159.74074,13022.50022,72.68877778,0.277333333,1.0,47.14814815,105.4444444,41.40740741,100.8888889,45.55555556,102.8888889,77.25662963,71.88396296,74.25774074,77.25662963,71.88396296,74.25774074,36.26659259,24.57981481,17.80044444,6.134148148,-3.269,0.211518519,1.53537037,2.100962963,1.394037037,78.44444444,71.11111111,70.88888889,16.59255556,73.98706817626953
Scan008_040,0.52,0.07,-0.0007227,-1.13e-06,64982.92593,11814.19181,71.04507407,0.233148148,0.555555556,44.7037037,102.3703704,50.2962963,111.6296296,48.74074074,101.5185185,74.21492593,81.46985185,74.42581481,74.21492593,81.46985185,74.42581481,36.02648148,25.11737037,16.88474074,10.14296296,0.322592593,-47.15922222,1.506740741,2.270407407,1.525444444,73.51851852,82.59259259,73.48148148,16.32103704,34.1488037109375
